Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
HOU,Astros,2.27788,2.28495,0.570225,34.1412,0.145147,1.30234,0.0,43.1151,182.844,43.2039,22.6672,20.8539,6.88212,38.1609,12.4342,1.07167,1.74067,4.35311,1.29045,7.96584,2.59556,3.06903,1.4366,0.208708,0.0680045,0.1407032608985901,,0.256146,0.293804,0.716709,4.42634,158.3,3.6813953488372095,162.0,3.7674418604651163,0.112576,-0.0434069,2.30023,-0.570841,0.810529,0.416977,2.30023,0.570841,3.91929,999.0,21,AL,Colton Gordon,676467,31312,31312
SDP,Padres,3.12708,1.67808,0.0,38.7377,0.0,2.99953,1.26649,41.1577,179.86,37.5545,20.4835,18.8448,4.40262,37.2431,18.5513,3.34491,3.985,4.12081,1.36319,8.144,4.05664,2.00757,0.962725,0.207068,0.103143,0.10392448306083679,,0.238709,0.286588,0.713272,4.35864,172.40000000000003,4.204878048780489,170.0,4.146341463414634,0.112373,0.145657,1.86668,1.14373,0.760449,0.0,1.86668,-1.14373,3.98607,999.0,29,NL,Bradgley Rodriguez,699134,29107,29107
SDP,Padres,2.38575,3.0053,5.88422,18.8867,0.0,0.488804,0.0,45.091,197.346,45.8654,26.5052,24.3848,6.84613,36.7555,17.7893,0.492415,2.47635,4.86712,1.41169,7.33628,3.55068,2.06616,1.36646,0.18625,0.0901428,0.09610666334629059,,0.259009,0.292326,0.687062,4.82695,141.29999999999998,3.1399999999999997,148.0,3.2888888888888888,0.111275,-0.0348691,2.14699,-1.00259,0.610366,1.99882,2.14699,1.00259,4.18618,999.0,29,NL,Walker Buehler,621111,19374,19374
KCR,Royals,1.98027,1.79051,0.0969296,39.5134,0.0,4.53896,1.10937,40.7787,174.643,37.2635,20.5162,18.8749,4.64224,36.8737,16.8608,0.694039,1.85303,4.16576,1.32727,8.13816,3.72123,2.18696,1.02456,0.211137,0.096544,0.11459345370531082,,0.238977,0.285117,0.705679,4.18331,182.70000000000005,4.456097560975611,177.0,4.317073170731708,0.110776,0.0433153,1.29068,0.881222,0.856379,0.0,1.29068,-0.881222,3.85816,999.0,7,AL,Steven Cruz,674444,23165,23165
CHW,White Sox,1.07145,1.21277,3.26506,3.26506,0.0,0.0,0.0,17.7932,79.2638,17.6454,9.89405,9.10252,2.1918,14.564,8.80534,0.0691725,1.03493,4.60417,1.48657,7.36663,4.45385,1.65399,1.10864,0.18374,0.111089,0.07265129685401917,,0.25417,0.293417,0.708089,4.75858,61.800000000000026,3.433333333333335,64.0,3.5555555555555554,0.110452,0.12154,6.08632,-2.21557,1.11877,1.4447,6.08632,2.21557,3.50831,999.0,4,AL,Noah Schultz,702273,sa3020949,sa3020949
CHC,Cubs,2.60006,2.63741,0.0,42.1125,0.598105,7.77874,2.40844,44.5664,192.939,38.1491,21.8232,20.0774,5.24039,48.7509,22.9714,1.00819,2.13048,4.05455,1.37145,9.84505,4.63897,2.12225,1.05827,0.252675,0.11906,0.13361495733261108,,0.227298,0.289063,0.73065,4.16571,232.7,5.171111111111111,220.0,4.888888888888889,0.110429,0.154867,2.18335,-0.390831,0.70828,0.0,2.18335,0.390831,4.05563,999.0,17,NL,Porter Hodge,687863,26413,26413
TEX,Rangers,0.618023,1.7331,3.90272,5.16814,0.0,0.0,0.0,19.8454,86.1905,20.7769,12.2774,11.2952,3.16346,14.7959,6.85392,0.0603315,0.809618,5.12246,1.39231,6.71004,3.1083,2.15875,1.43465,0.171665,0.0795207,0.09214456379413605,,0.264584,0.290807,0.661729,4.87477,62.49999999999999,3.1249999999999996,67.0,3.35,0.110003,0.00583321,2.27169,-1.44564,1.12551,0.783117,2.27169,1.44564,3.49931,999.0,13,AL,Cal Quantrill,615698,19312,19312
LAA,Angels,1.17297,1.36466,2.1997,9.9658,0.0,0.782392,0.0,19.3763,84.4879,18.5702,10.5856,9.73874,2.56291,18.1309,8.75521,0.235844,0.777307,4.52349,1.41025,8.4215,4.06666,2.07087,1.19043,0.214597,0.103627,0.11097042262554169,,0.247751,0.295003,0.705211,4.45911,64.29999999999998,3.3842105263157887,66.0,3.473684210526316,0.109458,-0.00450193,0.795977,-2.74799,1.10313,0.886959,0.795977,2.74799,3.52916,999.0,1,AL,George Klassen,691946,sa3023440,sa3023440
SFG,Giants,1.29269,0.789819,0.0577031,26.1312,0.153991,1.10159,0.0,32.2513,137.116,31.011,15.9415,14.6662,4.01008,27.5013,10.8045,0.507493,1.44973,4.09273,1.29655,7.67447,3.01508,2.54536,1.11905,0.200569,0.0787976,0.12177104502916336,,0.248362,0.289242,0.714724,4.18598,131.00000000000003,4.093750000000001,132.0,4.125,0.108577,0.0737065,1.08256,-0.330039,1.0587,0.0,1.08256,0.330039,3.5884,999.0,30,NL,Tristan Beck,663941,21584,21584
,,1.4303,0.82176,3.06586,3.94655,0.0,0.0,0.0,16.5142,70.5537,14.7483,9.13097,8.40049,2.65523,15.53,6.9112,0.0958587,0.837821,4.57814,1.31156,8.46359,3.7665,2.24707,1.44706,0.220116,0.0979565,0.1221589744091034,,0.234828,0.271026,0.698272,4.75224,57.900000000000006,3.405882352941177,54.0,3.176470588235294,0.108244,0.147804,1.60425,-0.529461,1.16113,0.28049,1.60425,0.529461,3.45182,999.0,-1,,Tony Gonsolin,664062,19388,19388
KCR,Royals,1.52633,1.44498,0.0,27.3216,0.0,1.16978,0.0,31.6367,136.484,29.5205,15.5648,14.3196,3.05752,28.4853,13.1896,0.504843,1.71092,4.07364,1.35001,8.10347,3.75217,2.15968,0.869802,0.208708,0.0966385,0.11206944286823273,,0.2428,0.2939,0.706365,4.00371,136.9,4.278125,136.0,4.25,0.107693,0.0737064,1.77457,-0.60899,1.00217,0.0,1.77457,0.60899,3.66378,999.0,7,AL,Luinder Avila,679883,24452,24452
COL,Rockies,3.06065,3.81608,0.0,57.2228,9.32013,8.82864,5.03436,59.5762,262.365,59.7172,33.3794,30.709,7.86857,53.6275,26.5999,1.28135,2.68115,4.63912,1.44885,8.10135,4.01837,2.01608,1.18868,0.2044,0.101385,0.10301534831523895,,0.256205,0.30217,0.703014,4.52629,288.6,4.8100000000000005,295.0,4.916666666666667,0.106186,0.272593,4.27622,0.663725,0.948336,0.0,4.27622,-0.663725,3.73555,697.489990234375,19,NL,Seth Halvorsen,678020,33294,33294
ATL,Braves,0.881928,0.907747,2.55837,2.55837,0.0,0.0,0.0,14.5605,63.3564,14.3132,8.04568,7.40202,1.91667,12.0661,5.898,0.0562248,0.774169,4.57527,1.38808,7.45821,3.64562,2.0458,1.18471,0.190449,0.0930924,0.09735633432865143,,0.252507,0.290307,0.694068,4.56372,53.00000000000001,3.5333333333333337,52.0,3.466666666666667,0.104887,0.146332,0.573003,0.787632,1.21669,1.11494,0.573003,-0.787632,3.37774,999.0,16,NL,JR Ritchie,702275,sa3020395,sa3020395
NYM,Mets,0.406561,0.984436,0.0841207,17.457,0.145945,1.14808,0.0,22.3837,93.2111,21.6392,11.1045,10.2161,3.34461,20.3054,5.56519,0.331933,0.870175,4.10768,1.21537,8.16439,2.23765,3.64865,1.3448,0.217844,0.0597053,0.15813836827874184,,0.249369,0.289812,0.714855,4.12582,91.7,4.168181818181818,94.0,4.2727272727272725,0.104797,0.0506732,2.05644,-0.808149,1.26648,0.0,2.05644,0.808149,3.31136,999.0,25,NL,Justin Hagenman,663795,21546,21546
MIL,Brewers,3.19453,2.32027,0.416162,48.8492,0.0392285,4.02873,1.00382,47.7442,203.071,44.5322,23.664,21.7709,6.34646,43.451,17.4786,2.19512,2.12423,4.10391,1.29881,8.19071,3.2948,2.48595,1.19634,0.21397,0.0860715,0.12789826840162277,,0.242725,0.285671,0.721812,4.27476,209.40000000000003,4.362500000000001,207.0,4.3125,0.104718,0.118928,0.752404,-1.24923,0.725012,0.0,0.752404,1.24923,4.03332,999.0,23,NL,Rob Zastryzny,642239,15094,15094
MIN,Twins,2.57477,2.01789,0.269076,55.531,0.598734,8.38866,1.45064,58.0238,251.619,53.9159,29.9332,27.5386,7.01395,55.8767,26.0954,2.69283,2.7583,4.27147,1.37894,8.66696,4.04762,2.14125,1.08792,0.222069,0.10371,0.11835893243551254,,0.24203,0.293367,0.713446,4.27241,264.70000000000005,4.563793103448277,261.0,4.5,0.103049,0.0116374,1.77472,-0.419246,0.54087,0.196762,1.77472,0.419246,4.27884,999.0,8,AL,Anthony Banda,607455,14706,14706
WSN,Nationals,0.717426,1.3801,1.76133,15.8244,0.0,0.525228,0.0,22.7298,97.2487,23.7458,12.4921,11.4928,3.29031,18.6082,6.641,0.156884,0.71811,4.55062,1.33687,7.36802,2.62954,2.80202,1.30282,0.191347,0.0682888,0.12305771559476852,,0.264166,0.300855,0.69412,4.35094,88.9,3.865217391304348,94.0,4.086956521739131,0.101851,0.110751,1.56933,-1.34007,1.14075,0.439527,1.56933,1.34007,3.47899,999.0,24,NL,Trevor Williams,592866,16977,16977
STL,Cardinals,0.604739,0.707934,1.63977,5.93208,0.0,0.485022,0.0,12.5809,54.1285,11.8839,6.45928,5.94254,1.61028,11.3377,5.09391,0.132985,0.540333,4.25112,1.34949,8.11062,3.64403,2.22573,1.15195,0.209458,0.0941076,0.11535026878118515,,0.245058,0.289021,0.714409,4.34023,44.39999999999999,3.415384615384615,43.0,3.3076923076923075,0.10176,0.174316,0.988531,1.2739,1.28953,0.427503,0.988531,-1.2739,3.28062,999.0,28,NL,Tink Hence,693311,sa3014709,sa3014709
CIN,Reds,2.157,2.50636,2.83358,33.893,0.0,1.05622,0.0,52.5593,225.802,50.7184,29.0343,26.7116,8.51274,46.0827,19.458,0.487141,2.67776,4.57397,1.33519,7.89098,3.3319,2.36831,1.45768,0.204085,0.086173,0.1179116815328598,,0.249027,0.283126,0.706198,4.7506,178.90000000000006,3.3754716981132087,178.0,3.358490566037736,0.101469,0.208789,2.56827,-1.66988,0.618836,1.41402,2.56827,1.66988,4.17489,999.0,18,NL,Brandon Williamson,682227,25463,25463
SDP,Padres,2.1289,1.66239,0.0,36.5449,0.0,1.9315,1.93121,40.3018,174.347,36.6095,20.6866,19.0316,5.00857,38.2064,17.6655,0.539412,2.79332,4.25006,1.34672,8.53206,3.94498,2.16276,1.11849,0.21914,0.101324,0.11781609803438187,,0.237897,0.285535,0.710671,4.37764,159.3,3.9825000000000004,156.0,3.9,0.100997,-0.00999676,1.03176,0.381176,0.804835,0.0,1.03176,-0.381176,3.92689,999.0,29,NL,Ron Marinaccio,676760,23488,23488
WSN,Nationals,2.23104,1.82637,0.0,33.6088,1.92158,2.33454,0.467369,37.7497,161.262,34.355,20.0022,18.4021,5.19952,36.0381,15.6082,0.691764,1.41435,4.38728,1.32354,8.59194,3.7212,2.30892,1.23963,0.223476,0.0967883,0.1266878843307495,,0.238181,0.283059,0.701927,4.36919,170.29999999999998,4.481578947368421,164.0,4.315789473684211,0.100839,0.00699767,1.61905,0.378412,0.861009,0.0,1.61905,-0.378412,3.85199,999.0,24,NL,Andre Granillo,701552,29542,29542
MIL,Brewers,0.806138,1.07602,0.0,13.1328,0.0,1.22398,0.377101,15.5922,66.2975,15.1711,7.90794,7.2753,1.81528,13.3612,5.3032,0.677091,0.449892,4.19939,1.31311,7.71223,3.06107,2.51945,1.0478,0.201534,0.079991,0.1215425431728363,,0.250579,0.294389,0.700743,4.04172,69.80000000000001,4.362500000000001,69.0,4.3125,0.099189,0.0396432,1.71583,-1.1242,1.25659,0.0,1.71583,1.1242,3.32454,999.0,23,NL,Sammy Peralta,671111,25589,25589
BOS,Red Sox,2.70958,3.16868,0.000400293,52.5416,0.0249043,8.28285,1.64021,56.1634,243.566,51.6852,29.3258,26.9798,6.78228,53.9689,25.3027,1.56199,3.1427,4.32342,1.37079,8.64835,4.05468,2.13293,1.08684,0.221578,0.103884,0.11769373714923859,,0.240262,0.29088,0.706181,4.30259,249.10000000000008,4.448214285714287,245.0,4.375,0.0987318,0.10536,1.14461,-1.15173,0.52013,0.0,1.14461,1.15173,4.30649,999.0,3,AL,Zack Kelly,677161,20349,20349
ATL,Braves,1.78197,1.42462,0.00046601,38.0493,0.0,3.09258,0.764153,42.1487,177.964,42.7311,21.3199,19.6143,5.49521,36.2393,11.3656,0.704991,1.21439,4.18823,1.28347,7.73816,2.42688,3.18852,1.17339,0.203633,0.0638644,0.13976838439702988,,0.258375,0.301141,0.706345,4.00584,185.5,4.416666666666667,193.0,4.595238095238095,0.0983624,0.130498,1.72455,-0.468681,0.904232,0.0,1.72455,0.468681,3.79436,999.0,16,NL,Dylan Dodd,689266,29928,29928
KCR,Royals,1.36463,1.43192,0.656377,21.1583,0.0115393,1.79824,0.0,27.0072,116.209,28.1175,14.3682,13.2187,3.51154,21.7024,8.18486,0.537634,1.31553,4.40508,1.34418,7.23223,2.72757,2.65153,1.1702,0.186754,0.0704324,0.11632149666547775,,0.263499,0.301935,0.698848,4.27359,102.80000000000003,3.8074074074074082,108.0,4.0,0.0969967,0.0651096,1.79137,-0.997288,1.04949,0.0600569,1.79137,0.997288,3.60068,999.0,7,AL,Mitch Spence,687765,27707,27707
ARI,Diamondbacks,2.48314,3.01481,0.0,52.3174,8.95529,10.3512,4.00501,53.0424,222.776,48.982,28.5578,26.2732,8.25269,52.7287,17.0479,1.0189,2.39311,4.45792,1.24485,8.94677,2.89262,3.09297,1.40028,0.236689,0.0765248,0.16016391664743423,,0.240893,0.286113,0.687862,4.26915,300.4000000000001,5.667924528301889,295.0,5.566037735849057,0.0965573,-0.0727618,2.11097,-2.18379,0.991936,0.0,2.11097,2.18379,3.67742,579.9299926757812,15,NL,Paul Sewald,623149,13892,13892
ATH,Athletics,3.07565,3.53323,0.026006,59.9934,10.4826,11.7684,4.19807,64.5173,273.319,58.8517,32.886,30.2551,10.0472,64.5352,23.0594,2.71192,3.80822,4.22051,1.2696,9.00249,3.21672,2.79866,1.40156,0.236117,0.0843681,0.1517491340637207,,0.238797,0.283964,0.722604,4.40838,351.6,5.40923076923077,342.0,5.2615384615384615,0.0960416,0.0985779,1.85054,-0.221307,0.931049,0.0,1.85054,0.221307,3.7586,417.8399963378906,10,AL,Justin Sterner,686993,27694,27694
LAA,Angels,3.78459,6.00943,14.7817,15.2364,0.0,0.16526,0.0,80.16,350.281,78.0653,49.3516,45.4034,14.4465,69.0028,35.2178,0.408727,3.73267,5.09769,1.41321,7.74732,3.9541,1.95932,1.62199,0.196992,0.100541,0.09645100682973862,,0.250747,0.279175,0.687008,5.21412,238.0,2.975,239.0,2.9875,0.0959866,0.0952983,2.15814,-1.09072,0.541352,4.65519,2.15814,1.09072,4.2782,999.0,1,AL,Caden Dana,702674,31508,31508
NYY,Yankees,1.05771,1.03855,0.0,29.6105,0.048352,2.04712,0.0,32.4503,139.753,31.4898,15.7598,14.499,3.25973,26.1099,12.5327,0.756186,1.29985,4.02126,1.35661,7.2415,3.47591,2.08334,0.904078,0.186829,0.0896777,0.09715147316455841,,0.250077,0.292386,0.716257,4.11061,137.3,4.290625,139.0,4.34375,0.0944297,0.0737063,1.59289,-1.85502,1.06053,0.0,1.59289,1.85502,3.58596,999.0,9,AL,Yerry De los Santos,660787,21420,21420
MIN,Twins,0.922648,0.923205,0.360638,13.0591,0.0,0.8561,0.0,14.7499,61.9388,14.7853,7.24103,6.66175,1.77068,12.5,3.92096,0.363974,0.310442,4.06483,1.26823,7.6272,2.39247,3.188,1.08042,0.201812,0.0633037,0.13850867003202438,,0.256211,0.299623,0.706539,3.86145,65.4,4.36,67.0,4.466666666666667,0.0940962,0.0808813,0.553343,-1.27364,1.28277,0.263716,0.553343,1.27364,3.28964,999.0,8,AL,Andrew Morris,702193,sa3020569,sa3020569
LAA,Angels,2.21648,2.52474,0.0,41.2259,0.0,3.26879,0.402111,47.5805,205.391,43.3697,24.0797,22.1533,5.92079,46.459,21.2001,1.27467,2.36239,4.19037,1.35707,8.78788,4.01007,2.19145,1.11994,0.226198,0.103218,0.122979536652565,,0.23852,0.289295,0.719432,4.2856,204.60000000000002,4.2625,197.0,4.104166666666667,0.092872,0.104528,2.0551,-2.78596,0.704557,0.0,2.0551,2.78596,4.06059,999.0,1,AL,Chase Silseth,681217,30074,30074
CLE,Guardians,2.0005,2.22912,1.50335,24.8467,0.00161391,1.67801,0.0,34.1101,148.734,33.2435,18.1627,16.7097,4.09759,29.7127,14.3413,0.638735,1.88949,4.40889,1.39503,7.83975,3.78396,2.07184,1.08116,0.19977,0.0964218,0.10334830731153488,,0.250887,0.295317,0.703066,4.38214,136.60000000000002,4.01764705882353,138.0,4.0588235294117645,0.0926542,0.0317859,0.814459,0.3675,0.859918,0.353288,0.814459,-0.3675,3.85344,999.0,5,AL,Pedro Avila,658648,18864,18864
CHW,White Sox,1.22524,1.75412,3.93308,10.8977,0.0,0.420606,0.0,26.3303,115.755,25.7124,14.952,13.7558,3.64325,22.6132,12.0543,0.293496,1.36715,4.7019,1.43435,7.72947,4.1203,1.87595,1.24531,0.195354,0.104136,0.09121784567832947,,0.251261,0.29009,0.698421,4.74546,82.6,3.1769230769230767,85.0,3.269230769230769,0.0925634,0.0505431,1.61024,2.38562,0.973803,1.4232,1.61024,-2.38562,3.7016,999.0,4,AL,Tanner McDougal,701780,sa3017471,sa3017471
CHW,White Sox,2.36938,3.26413,0.479535,48.5875,0.587249,7.16909,1.23251,54.8943,241.251,52.8225,28.4759,26.1979,5.41643,49.6947,24.6966,0.800256,3.98969,4.29518,1.41215,8.14751,4.04904,2.01221,0.888032,0.205987,0.102369,0.10361847281455994,,0.248501,0.301079,0.701257,4.17501,253.7,4.612727272727272,256.0,4.654545454545454,0.0900851,0.0755515,3.41429,-1.01631,0.597482,0.269886,3.41429,1.01631,4.20336,999.0,4,AL,Jordan Hicks,663855,19618,19618
HOU,Astros,2.68914,2.8488,2.48383,31.4533,0.0,2.1338,0.5134,46.4876,199.686,43.5111,24.8695,22.8799,6.70688,43.2052,19.1316,0.705498,1.7642,4.42955,1.34751,8.36453,3.70387,2.25832,1.29845,0.216366,0.0958083,0.12055779248476028,,0.243364,0.285574,0.709316,4.50036,170.90000000000006,3.7152173913043494,170.0,3.6956521739130435,0.0877726,-0.0294925,1.70896,0.420983,0.649472,1.31557,1.70896,-0.420983,4.13404,744.47998046875,21,AL,AJ Blubaugh,805123,31764,31764
BAL,Orioles,1.17976,1.35921,0.0,19.5238,0.0,0.964996,0.0,20.2047,86.2336,17.9938,9.93184,9.13729,2.41464,21.0937,8.33515,0.510836,1.10892,4.07012,1.30311,9.39597,3.71281,2.53069,1.07558,0.244611,0.0966578,0.14795299619436264,,0.234326,0.292394,0.714519,4.00301,95.60000000000001,4.78,93.0,4.65,0.0870484,0.0164949,1.19564,-2.39242,1.16201,0.0,1.19564,2.39242,3.45065,999.0,2,AL,Anthony Nunez,689296,sa3010171,sa3010171
KCR,Royals,2.75004,2.58892,0.0,46.2484,0.219294,5.23024,1.4444,46.2428,203.43,40.6761,22.3501,20.5621,4.416,47.8798,25.5042,0.617588,2.68274,4.0019,1.43115,9.3186,4.96375,1.87733,0.859465,0.235363,0.125371,0.10999169945716858,,0.232113,0.294925,0.730528,4.13441,213.60000000000005,4.643478260869566,207.0,4.5,0.0864916,0.208463,2.46728,-3.33181,0.689896,0.0,2.46728,3.33181,4.08014,999.0,7,AL,Alex Lange,656638,19883,19883
WSN,Nationals,0.99773,1.80929,0.0,37.8979,0.0595314,4.41787,1.01759,39.6612,169.611,37.3779,19.9578,18.3612,4.40652,34.3942,13.6256,0.878511,3.19356,4.16655,1.28598,7.8048,3.09195,2.52423,0.999935,0.202783,0.0803343,0.12244829535484314,,0.244633,0.289245,0.692454,4.1173,183.60000000000002,4.590000000000001,181.0,4.525,0.0829826,0.0921329,1.50374,-1.32072,1.00036,0.0,1.50374,1.32072,3.66618,999.0,24,NL,Richard Lovelady,663992,19337,19337
TOR,Blue Jays,1.09209,0.771394,0.0,20.863,0.0,1.27671,0.795601,22.8481,96.2602,21.4401,11.0274,10.1452,3.10194,21.9339,7.26777,0.568341,1.06416,3.99625,1.25647,8.63989,2.86281,3.01797,1.22187,0.227861,0.0755013,0.15235962718725204,,0.243837,0.291581,0.725646,4.07408,102.70000000000002,4.465217391304349,100.0,4.3478260869565215,0.0814205,0.0811021,2.85698,-2.13075,1.18356,0.0,2.85698,2.13075,3.42192,999.0,14,AL,Chase Lee,695445,29574,29574
CHC,Cubs,1.50857,1.44259,0.0,31.1975,0.0,1.42496,0.0,33.0771,142.308,30.7209,17.2577,15.8771,4.45842,31.3148,13.3561,0.541349,1.97628,4.32001,1.33255,8.5205,3.63407,2.34461,1.2131,0.22005,0.0938535,0.12619678676128387,,0.241944,0.287959,0.708846,4.38455,135.40000000000006,4.103030303030305,134.0,4.0606060606060606,0.080734,0.0249024,1.25627,-0.498756,0.945888,0.0,1.25627,0.498756,3.73882,999.0,17,NL,Ethan Roberts,681799,24930,24930
BAL,Orioles,0.922417,1.69726,2.29979,12.714,0.0,0.453555,0.0,21.237,90.3601,21.3807,11.6714,10.7377,3.24047,18.6421,6.54953,0.158695,0.630144,4.5505,1.31517,7.9003,2.77561,2.84632,1.37327,0.206309,0.0724826,0.13382619619369507,,0.25704,0.295936,0.695013,4.37735,77.9,3.7095238095238097,80.0,3.8095238095238093,0.0792321,-0.0379752,2.01231,-2.28555,1.1445,0.747701,2.01231,2.28555,3.474,999.0,2,AL,Brandon Young,687064,27819,27819
COL,Rockies,0.909367,1.43851,1.59604,14.8239,0.0,0.709196,0.0,21.3864,94.0581,23.5177,12.955,11.9186,3.10364,16.0138,7.51268,0.410656,0.793411,5.0157,1.45094,6.73908,3.16155,2.13157,1.3061,0.170254,0.0798727,0.09038174897432327,,0.274253,0.306359,0.677353,4.6893,65.1,3.0999999999999996,75.0,3.5714285714285716,0.0791351,0.057353,1.17882,0.284575,1.0594,0.574951,1.17882,-0.284575,3.58747,999.0,19,NL,Gabriel Hughes,687312,sa3020661,sa3020661
BAL,Orioles,0.0925028,0.705513,1.40984,1.40984,0.0,0.0,0.0,7.07387,30.6417,6.939,3.81708,3.51171,0.870328,6.12846,2.56291,0.0271307,0.554789,4.46791,1.34324,7.79716,3.26077,2.39121,1.10731,0.200004,0.0836415,0.11636252701282501,,0.252108,0.29567,0.686288,4.32408,21.3,3.042857142857143,22.0,3.142857142857143,0.0749874,0.0260711,0.540738,-1.67097,1.39675,0.582267,0.540738,1.67097,3.13767,999.0,2,AL,Trey Gibson,694346,sa3023250,sa3023250
NYM,Mets,0.946667,0.904196,0.0,28.7647,0.0,2.03579,0.779972,29.8527,129.28,25.492,14.4224,13.2686,3.33721,31.4558,15.9058,0.753487,1.01072,4.00022,1.38673,9.48328,4.79527,1.97763,1.0061,0.243315,0.123033,0.12028156965970993,,0.226871,0.285609,0.73451,4.18099,139.1,4.636666666666667,130.0,4.333333333333333,0.0746068,0.171711,2.17184,-1.40155,1.03127,0.0,2.17184,1.40155,3.62497,999.0,25,NL,Dylan Ross,697811,sa3025659,sa3025659
SEA,Mariners,0.659454,0.711783,1.94311,6.52121,0.0077231,0.243136,0.0,14.4868,62.3196,14.2689,7.70114,7.08505,1.88648,12.4757,5.02784,0.303031,0.866154,4.40161,1.33202,7.7506,3.12356,2.48133,1.17198,0.20019,0.0806784,0.11951128393411636,,0.25288,0.294375,0.696195,4.3262,48.6,3.4714285714285715,50.0,3.5714285714285716,0.0743431,-0.0424428,1.57892,-1.2948,1.26069,0.514079,1.57892,1.2948,3.31908,999.0,11,AL,Dane Dunning,641540,19409,19409
KCR,Royals,3.47376,3.46692,5.12697,37.7277,0.0,1.98715,0.0,66.2732,282.775,66.8596,37.1145,34.1453,10.3723,48.8274,21.5135,0.238158,1.54659,4.63699,1.33347,6.63083,2.92157,2.26961,1.40858,0.172672,0.0760802,0.09659219533205032,,0.257435,0.281711,0.694074,4.7401,225.2000000000001,3.412121212121214,234.0,3.5454545454545454,0.0742373,0.0303449,0.873923,-1.4957,0.437755,2.21525,0.873923,1.4957,4.41633,999.0,7,AL,Bailey Falter,663559,20070,20070
SDP,Padres,2.45898,2.45458,0.0,49.6227,0.216591,6.02681,2.52851,51.3312,219.383,45.2832,25.6466,23.5949,6.83311,51.7677,23.3084,1.42793,1.41759,4.13694,1.33626,9.07653,4.08672,2.22098,1.19806,0.235969,0.106245,0.12972398102283478,,0.232631,0.282604,0.72757,4.29375,230.30000000000007,4.515686274509806,220.0,4.313725490196078,0.0742121,0.0663387,1.13079,-0.354785,0.661785,0.0,1.13079,0.354785,4.11762,999.0,29,NL,Yuki Matsui,673513,33826,33826
TOR,Blue Jays,0.666661,0.759063,0.329616,15.0781,0.0,1.35937,0.0,16.7937,72.1288,15.501,8.41799,7.74455,1.97532,16.4273,7.03318,0.377709,0.725108,4.15043,1.34182,8.80367,3.7692,2.33569,1.05861,0.22775,0.0975086,0.13024106621742249,,0.240808,0.294241,0.714066,4.09379,71.60000000000002,4.211764705882354,71.0,4.176470588235294,0.0739816,0.0735428,1.44229,-0.0285277,1.2318,0.0,1.44229,0.0285277,3.35761,999.0,14,AL,Angel Bastardo,682785,sa3009716,sa3009716
NYM,Mets,1.98713,2.5584,0.0,41.1578,0.18439,2.02854,2.46333,42.401,178.636,39.2725,21.123,19.4332,6.08492,39.9635,13.6934,0.923594,2.28268,4.12487,1.24917,8.4826,2.90654,2.91845,1.29158,0.223715,0.0766554,0.14705950766801834,,0.24144,0.284601,0.716423,4.24608,175.6,4.180952380952381,172.0,4.095238095238095,0.0734108,0.0967395,1.03975,-0.255238,0.906827,0.0,1.03975,0.255238,3.7909,999.0,25,NL,Adbert Alzolay,640470,17859,17859
ATH,Athletics,1.19847,1.64839,2.68763,12.3886,0.0,0.637531,0.0,24.6781,110.109,24.8821,14.1445,13.013,3.04145,20.5842,12.1626,0.358378,1.25141,4.74577,1.50111,7.50696,4.43566,1.69241,1.1092,0.186943,0.110459,0.07648356258869171,,0.257324,0.298901,0.69846,4.69979,90.1,3.6039999999999996,93.0,3.72,0.0725403,0.0617385,1.92002,-1.60634,0.97247,1.31639,1.92002,1.60634,3.70337,999.0,10,AL,Braden Nett,804556,sa3020336,sa3020336
ATL,Braves,0.562158,1.73048,1.74573,5.15601,0.0,0.0567252,0.0,10.7807,47.3186,11.8262,6.66795,6.13451,1.83004,10.2284,3.48742,0.107081,0.633269,5.12125,1.42046,8.53896,2.91139,2.93295,1.52776,0.216161,0.0737008,0.14245972782373428,,0.273767,0.321011,0.678008,4.59105,33.60000000000001,3.054545454545455,37.0,3.3636363636363638,0.0724021,-0.030039,4.79229,-0.612477,1.25234,0.303814,4.79229,0.612477,3.33021,999.0,16,NL,Didier Fuentes,800311,30661,30661
PHI,Phillies,2.79464,2.53507,0.0313951,48.821,0.16899,6.63557,2.04738,54.2802,230.51,51.5722,27.4208,25.2272,7.87521,51.3238,19.0034,0.397268,1.97881,4.18282,1.30021,8.50981,3.15089,2.70077,1.30576,0.222653,0.0824408,0.14021249115467072,,0.246136,0.290677,0.724678,4.28983,233.00000000000006,4.314814814814816,233.0,4.314814814814815,0.0717288,0.198677,1.85052,-0.661204,0.641984,0.0,1.85052,0.661204,4.14402,999.0,26,NL,Jonathan Bowlan,680742,24607,24607
