Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,positionDB,teamid,playerTeamId,League,PlayerName,xMLBAMID,playerids,playerid
ARI,Diamondbacks,10.0,38.5981,41.3518,9.57307,6.78224,1.72722,0.281193,0.782416,4.81335,4.16256,1.97861,0.0189337,9.55006,0.197267,0.240214,0.337549,0.719591,0.961824,0.271164,0.248019,0.28646,0.368151,0.654611,0.2871,0.0478482,0.230947,0.207183,0.120132,5.71031,0.30838,,,3.93344,-1.00116,0.0,0.0315231,0.0315231,0.0100428,-1.0681234411895275,-0.17806267738342285,78.0132,40.1,4.01,40.1,4.01,999.0,0.35849057,1B/DH,/players/jose-fernandez/28020/stats/batting,1B/DH,15.0,15.0,NL,Jose Fernandez,699912,28020,28020
SDP,Padres,1.0,2.79547,3.05461,0.605929,0.379142,0.126135,0.00973943,0.0909124,0.319753,0.351695,0.198819,0.00043849,0.805205,0.033992,0.0212884,0.00504851,0.0451675,0.0110426,0.00382284,0.216754,0.275036,0.366407,0.641443,0.28233,0.0650881,0.263603,0.246917,0.149653,3.30676,0.268149,,,0.278736,-0.0857775,0.0,-0.00268512,-0.00268512,0.00992509,-0.07846958423033357,0.07716049253940582,79.4872,2.6,2.6,2.6,2.6,999.0,0.0,C,/players/blake-hunt/23209/stats/batting,C,29.0,29.0,NL,Blake Hunt,675448,23209,23209
PHI,Phillies,2.0,7.25006,8.0719,1.58287,1.14989,0.280834,0.0162098,0.135935,0.824575,0.715862,0.613877,0.0152081,1.87761,0.106108,0.0462886,0.0461334,0.142613,0.132861,0.0381325,0.218325,0.28727,0.31778,0.60505,0.271983,0.0760511,0.232611,0.326946,0.0994556,4.34178,0.273895,,,0.668792,-0.294445,0.0,0.000721293,0.000721293,0.00991224,-0.3189999889000319,0.15432098507881165,67.251,7.2,3.6,7.2,3.6,999.0,0.15384615,C,/players/garrett-stubbs/18067/stats/batting,C,26.0,26.0,NL,Garrett Stubbs,596117,18067,18067
MIL,Brewers,3.0,13.4423,14.87,3.15763,2.41383,0.550797,0.0726428,0.120365,1.63545,1.03865,1.06851,0.0233827,3.78588,0.108421,0.0844051,0.166368,0.277973,0.66321,0.151024,0.234903,0.294796,0.313549,0.608345,0.273339,0.0718568,0.254599,0.282236,0.0786457,6.14195,0.31571,,,1.24841,-0.526058,0.12,0.0506957,0.0506957,0.00973556,-0.479829765856266,0.09222221933305264,70.5016,11.6,3.866666666,11.6,3.866666666,999.0,0.0,OF,/players/brandon-lockridge/21496/stats/batting,OF,23.0,23.0,NL,Brandon Lockridge,663604,21496,21496
PIT,Pirates,2.0,8.04216,8.78472,1.97651,1.43007,0.362584,0.0365588,0.147297,0.982817,0.842998,0.599481,0.0228373,1.97998,0.0741122,0.0543847,0.0145811,0.17145,0.163522,0.0646351,0.245768,0.302173,0.354892,0.657066,0.290984,0.0682414,0.22539,0.302771,0.109124,4.85956,0.306438,,,0.863303,-0.184995,0.0,-0.005364,-0.005364,0.00970952,-0.22073861910030246,0.03086419589817524,79.7293,6.2,3.1,6.2,3.1,999.0,0.01785714,2B/3B,/players/nick-yorke/27504/stats/batting,2B/3B,27.0,27.0,NL,Nick Yorke,694377,27504,27504
CLE,Guardians,2.0,8.03597,8.99112,1.89213,1.21141,0.404423,0.0321913,0.244102,1.04181,0.990287,0.745183,0.00703088,2.46899,0.13124,0.0581505,0.0205756,0.148459,0.0935159,0.0321201,0.235458,0.308627,0.384924,0.693551,0.306659,0.0828799,0.274603,0.301817,0.149467,4.36657,0.306266,,,0.997955,-0.074974,-0.06,-0.00587674,-0.00587674,0.00950258,-0.053834613878279924,-0.17316872254014015,95.4671,6.2,3.1,6.2,3.1,999.0,0.03508772,1B/OF,/players/cj-kayfus/33704/stats/batting,1B/OF,5.0,5.0,AL,CJ Kayfus,692216,33704,33704
HOU,Astros,5.0,18.5554,20.4345,4.11112,2.94746,0.831785,0.0391345,0.292743,2.28536,1.60995,1.40009,0.0350198,4.80727,0.193196,0.124235,0.161557,0.358071,0.72138,0.223511,0.221559,0.28138,0.317935,0.599315,0.268089,0.0685158,0.235253,0.291243,0.0963754,5.4064,0.281184,,,1.62852,-0.809969,0.0,0.0271841,0.0271841,0.00934426,-0.73620231077075,0.09920634329319,68.2525,11.2,2.24,11.2,2.24,999.0,0.0,2B/3B/SS,/players/raynel-delgado/22272/stats/batting,2B/3B/SS,21.0,21.0,AL,Raynel Delgado,669384,22272,22272
TBR,Rays,1.0,2.65196,2.95428,0.568318,0.364224,0.121042,0.00409936,0.0789528,0.299348,0.330188,0.246565,0.00531177,0.792543,0.0294469,0.017706,0.00860452,0.0494,0.015037,0.00563951,0.214301,0.286634,0.35235,0.638983,0.283778,0.0834601,0.268269,0.311106,0.138049,3.10666,0.272146,,,0.273053,-0.0794879,-0.01,-0.00276648,-0.00276648,0.00930586,-0.08064543479122221,0.06716049276292324,77.5975,2.6,2.6,2.6,2.6,999.0,0.0,C,/players/tatem-levins/sa3020278/stats/batting,C,12.0,,AL,Tatem Levins,694420,sa3020278,sa3020278
BOS,Red Sox,2.0,8.12214,8.74816,1.87738,1.15265,0.476713,0.0312461,0.216772,0.902934,1.0152,0.490865,0.00955973,2.06257,0.0550422,0.0610635,0.0190508,0.12826,0.0598541,0.0206582,0.231143,0.27761,0.377598,0.655207,0.286149,0.0561106,0.235772,0.237987,0.146454,3.74583,0.281274,,,0.825387,-0.21855,0.0,-0.00573498,-0.00573498,0.00901356,-0.2540283901616931,0.03086419589817524,75.88,3.2,1.6,3.2,1.6,999.0,0.0,2B/3B/SS,/players/michael-romero/sa3020216/stats/batting,2B/3B/SS,3.0,,AL,Mikey Romero,702540,sa3020216,sa3020216
DET,Tigers,6.0,23.3286,26.1839,4.92414,3.26968,1.08416,0.0844487,0.485849,2.79088,2.35159,2.48482,0.0621159,6.97034,0.128385,0.164165,0.0779571,0.403233,0.294705,0.11872,0.211078,0.288721,0.32727,0.615991,0.276016,0.0948987,0.266207,0.356485,0.116192,4.12343,0.276761,,,2.25515,-0.869434,0.0,-0.0217938,-0.0217938,0.00885872,-0.8572869375348091,0.010288064368069172,72.8833,13.9,2.316666666,13.9,2.316666666,999.0,0.0,OF,/players/trei-cruz/27569/stats/batting,OF,6.0,6.0,AL,Trei Cruz,669360,27569,27569
BAL,Orioles,1.0,2.70493,2.98581,0.58374,0.387284,0.104805,0.00977852,0.0818726,0.32188,0.313635,0.227429,0.00212106,0.943986,0.0305107,0.0180901,0.00484676,0.0481699,0.0143849,0.00512384,0.215806,0.282352,0.352586,0.634938,0.281693,0.0761701,0.316158,0.240924,0.13678,3.76519,0.29571,,,0.270915,-0.0853876,-0.02,-0.00272722,-0.00272722,0.00865321,-0.07821978442370892,0.05716049298644066,78.5132,2.6,2.6,2.6,2.6,999.0,0.0,C,/players/dominic-keegan/sa3020194/stats/batting,C,2.0,,AL,Dom Keegan,681371,sa3020194,sa3020194
LAD,Dodgers,3.0,11.1796,12.1281,2.68402,2.02663,0.475002,0.0472932,0.135094,1.46552,1.01555,0.775552,0.0133016,2.96831,0.0667476,0.0761097,0.0300645,0.231627,0.426778,0.0914615,0.240082,0.291479,0.327282,0.618761,0.275909,0.0639468,0.244747,0.261277,0.0872007,6.10614,0.312663,,,1.0435,-0.403767,0.0,0.0319676,0.0319676,0.00860579,-0.37900587916374207,0.069444440305233,71.9829,8.8,2.933333333,8.8,2.933333333,740.77001953125,0.0,2B/SS,/players/hyeseong-kim/35322/stats/batting,2B/SS,22.0,22.0,NL,Hyeseong Kim,808975,35322,35322
LAA,Angels,2.0,7.3556,7.93884,1.49888,1.06024,0.299053,0.0168715,0.122709,0.634984,0.640625,0.360659,0.00390917,1.77953,0.0694246,0.0565559,0.0966036,0.131073,0.0386234,0.0132438,0.203774,0.245971,0.299065,0.545035,0.242087,0.0454296,0.224155,0.202671,0.095291,3.11097,0.249762,,,0.465172,-0.482187,0.13,-0.00580959,-0.00580959,0.00821711,-0.486469816416502,0.28432098031044006,48.5471,-1.4,-0.7,-1.4,-0.7,999.0,0.0,C,/players/sebastian-rivero/21735/stats/batting,C,1.0,1.0,AL,Sebastián Rivero,665861,21735,21735
MIN,Twins,2.0,8.05661,8.73399,2.01102,1.38626,0.412048,0.0333328,0.179374,0.978724,0.898775,0.497636,0.00453399,1.736,0.102719,0.0563668,0.0206554,0.174168,0.0831141,0.0336674,0.249611,0.299699,0.375822,0.675521,0.297573,0.056977,0.198763,0.286657,0.126211,4.05792,0.295541,,,0.905021,-0.137224,0.0,-0.00806497,-0.00806497,0.00808511,-0.13924037106335163,-0.09259258955717087,87.2365,3.2,1.6,3.2,1.6,999.0,0.0,OF,/players/gabriel-gonzalez/28833/stats/batting,OF,8.0,8.0,AL,Gabriel Gonzalez,694224,28833,28833
TOR,Blue Jays,1.0,2.72816,2.9946,0.577124,0.396041,0.11277,0.00806493,0.0602481,0.311116,0.270781,0.200208,4.423e-05,0.853114,0.0373626,0.0193306,0.00953538,0.0532994,0.0377749,0.011923,0.211543,0.272923,0.325042,0.597965,0.267161,0.0668563,0.284884,0.234679,0.113499,4.45882,0.281809,,,0.236398,-0.120953,0.01,-0.000818181,-0.000818181,0.0080146,-0.11484416900202632,0.0871604923158884,67.6411,2.6,2.6,2.6,2.6,999.0,0.0,C,/players/willie-maciver/24641/stats/batting,C,14.0,14.0,AL,Willie MacIver,680862,24641,24641
MIL,Brewers,4.0,15.8922,17.844,3.40836,2.31197,0.683267,0.0636831,0.349437,1.94242,1.6595,1.65648,0.0219973,4.67285,0.122387,0.11312,0.0597757,0.265651,0.523445,0.142432,0.214467,0.291676,0.33144,0.623116,0.279498,0.0928315,0.261873,0.35449,0.116972,5.45408,0.278513,,,1.58726,-0.542093,-0.04,0.0235943,0.0235943,0.00793817,-0.5238592866808176,0.02172839269042015,74.6336,11.6,2.9,11.6,2.9,999.0,0.01923077,OF,/players/blake-perkins/19921/stats/batting,OF,23.0,23.0,NL,Blake Perkins,663368,19921,19921
COL,Rockies,3.0,9.88133,11.0724,2.44051,1.71043,0.477245,0.0295452,0.223297,1.36723,1.1145,0.962231,0.0140276,1.75432,0.0909092,0.0741197,0.0637798,0.223125,0.339285,0.110401,0.246982,0.317357,0.369054,0.686411,0.305167,0.0869038,0.158442,0.548491,0.122071,4.99745,0.277922,,,1.21556,-0.105731,-0.04,0.00718625,0.00718625,0.00746106,-0.29282043781131506,0.006296295672655106,77.5977,4.2,1.4,4.2,1.4,999.0,0.0,2B,/players/adael-amador/27962/stats/batting,2B,19.0,19.0,NL,Adael Amador,691182,27962,27962
CHW,White Sox,1.0,5.233,5.92469,1.19237,0.775623,0.250954,0.0116012,0.154192,0.676575,0.592862,0.58168,0.0194774,1.63856,0.0520245,0.0399837,0.0180033,0.101948,0.0947385,0.03131,0.227856,0.309154,0.368641,0.677795,0.300735,0.098179,0.276564,0.354995,0.140786,4.1649,0.298307,,,0.629121,-0.0778846,-0.02,-0.00155867,-0.00155867,0.00742334,-0.07180872361641377,-0.0662962943315506,89.9235,3.6,3.6,3.6,3.6,999.0,0.00666667,OF,/players/nolan-jones/20529/stats/batting,OF,4.0,4.0,AL,Nolan Jones,666134,20529,20529
STL,Cardinals,1.0,2.82251,2.9695,0.679845,0.478678,0.132416,0.00314564,0.0656051,0.281181,0.339223,0.105986,0.00505264,0.416687,0.0146394,0.0201526,0.00621963,0.0620073,0.00419866,0.00144243,0.240866,0.270129,0.35974,0.629869,0.274806,0.0356913,0.140322,0.254353,0.118874,2.21045,0.260231,,,0.252841,-0.101517,0.0,-0.00297304,-0.00297304,0.00742263,-0.10042890394106507,0.07716049253940582,72.8652,2.6,2.6,2.6,2.6,999.0,0.13235294,C/DH,/players/yohel-pozo/18848/stats/batting,C/DH,28.0,28.0,NL,Yohel Pozo,650968,18848,18848
STL,Cardinals,1.0,2.67916,2.9695,0.632563,0.354188,0.139999,0.0132176,0.125158,0.39897,0.398719,0.219258,0.0145189,0.893317,0.044101,0.021334,0.00564774,0.0282055,0.101211,0.0162335,0.236105,0.302282,0.438372,0.740655,0.319872,0.0738366,0.30083,0.245443,0.202268,6.1618,0.301663,,,0.361435,0.00707793,0.0,0.0102461,0.0102461,0.00725634,0.021384709514677525,-0.046296294778585434,103.101,2.6,2.6,2.6,2.6,999.0,0.0,OF,/players/joshua-bez/sa3017022/stats/batting,OF,28.0,,NL,Joshua Báez,695491,sa3017022,sa3017022
HOU,Astros,7.0,28.5753,31.6735,5.57137,3.15592,1.18085,0.0798192,1.15478,3.76273,3.57531,2.46571,0.0912085,13.0613,0.449354,0.14893,0.0341152,0.365629,0.608644,0.170402,0.194971,0.268224,0.363117,0.631341,0.277933,0.0778479,0.412375,0.188779,0.168146,5.16185,0.304421,,,2.77722,-1.00243,-0.02,0.0186946,0.0186946,0.00721156,-0.9115378428250551,-0.14766554906964302,75.0411,24.8,3.542857142,24.8,3.542857142,743.5999755859375,0.02564103,OF,/players/zach-cole/31583/stats/batting,OF,21.0,21.0,AL,Zach Cole,805904,31583,31583
BOS,Red Sox,3.0,10.3198,11.6642,2.44991,1.73689,0.43671,0.034337,0.241964,1.32057,1.13912,1.10199,0.00922115,3.32691,0.154961,0.0647334,0.0227728,0.244001,0.137012,0.044091,0.237399,0.318419,0.356712,0.675131,0.30271,0.0944759,0.285224,0.331234,0.119313,4.14289,0.323953,,,1.25727,-0.134641,-0.15,-0.00703227,-0.00703227,0.00703799,-0.18133160006254911,-0.16543210577219725,87.301,4.2,1.4,4.2,1.4,746.1400146484375,0.01449275,2B,/players/kristian-campbell/33644/stats/batting,2B,3.0,3.0,AL,Kristian Campbell,692225,33644,33644
BAL,Orioles,1.0,2.78315,2.98581,0.655333,0.396619,0.120955,0.0114513,0.126307,0.351872,0.396438,0.14353,0.00201375,0.871914,0.0331317,0.0201725,0.00581632,0.0414001,0.0129716,0.00386165,0.235464,0.279194,0.423301,0.702495,0.303739,0.0480708,0.29202,0.164615,0.187837,3.80164,0.293072,,,0.324331,-0.031971,0.0,-0.0020977,-0.0020977,0.00677635,-0.02417361969128251,-0.015432098880410194,93.7167,2.6,2.6,2.6,2.6,999.0,0.0,1B,/players/christian-encarnacion-strand/30011/stats/batting,1B,2.0,2.0,AL,Christian Encarnacion-Strand,687952,30011,30011
SEA,Mariners,7.0,26.2007,29.1904,5.24396,3.2759,0.960359,0.0701148,0.93758,3.31252,2.96658,2.50686,0.0521722,8.80587,0.183667,0.164621,0.134562,0.363002,0.752887,0.208201,0.200146,0.273077,0.349506,0.622583,0.275845,0.0858797,0.301671,0.28468,0.14936,5.21231,0.25908,,,2.51002,-0.973324,-0.16,0.0322173,0.0322173,0.00637485,-0.6676123775541782,-0.31123456358909607,79.6257,25.2,3.6,25.2,3.6,999.0,0.03658537,OF,/players/weston-wilson/19358/stats/batting,OF,11.0,11.0,AL,Weston Wilson,642215,19358,19358
ATL,Braves,3.0,10.8238,11.8992,2.39221,1.49122,0.413732,0.0534937,0.433764,1.48716,1.37933,0.801928,0.0291497,3.5606,0.18383,0.0674443,0.0221819,0.179604,0.26117,0.0693593,0.221014,0.284412,0.389347,0.673759,0.294843,0.0673934,0.29923,0.225223,0.168333,5.53203,0.283961,,,1.20664,-0.213315,-0.01,0.0102207,0.0102207,0.00611605,-0.22412454057484865,-0.10259258933365345,83.7168,3.2,1.066666666,3.2,1.066666666,999.0,0.0,OF,/players/brewer-hicklen/20450/stats/batting,OF,16.0,16.0,NL,Brewer Hicklen,676551,20450,20450
BAL,Orioles,1.0,2.76841,2.98581,0.571126,0.397104,0.106172,0.00236263,0.0654877,0.273874,0.292832,0.174234,0.0,0.746481,0.0153932,0.0182679,0.00949957,0.054633,0.00528935,0.00177202,0.206301,0.255603,0.317325,0.572928,0.254539,0.058354,0.25001,0.233407,0.111024,2.35066,0.256057,,,0.205122,-0.15118,0.02,-0.00285094,-0.00285094,0.00603051,-0.1441363194026053,0.09716049209237099,59.7872,2.6,2.6,2.6,2.6,999.0,0.0,C,/players/chadwick-tromp/16953/stats/batting,C,2.0,2.0,AL,Chadwick Tromp,644433,16953,16953
PIT,Pirates,5.0,18.7148,20.4977,4.08099,2.66408,0.810002,0.0956217,0.511287,2.28496,1.9821,1.33597,0.0485036,5.6609,0.220397,0.131203,0.0953127,0.22681,0.507021,0.133385,0.218062,0.276309,0.353522,0.629831,0.277482,0.0651767,0.276173,0.236,0.13546,5.52865,0.28166,,,1.78979,-0.656243,0.15,0.0235047,0.0235047,0.00588728,-0.7036237195134163,0.09488536790013313,70.6702,20.6,4.12,20.6,4.12,999.0,0.01785714,OF,/players/billy-cook/29573/stats/batting,OF,27.0,27.0,NL,Billy Cook,695257,29573,29573
PIT,Pirates,1.0,2.64113,2.92824,0.559556,0.347796,0.107162,0.0112189,0.0933791,0.327381,0.321761,0.224129,4.0205e-05,0.972354,0.035852,0.0171142,0.0100175,0.0345789,0.0333737,0.0106789,0.211863,0.280835,0.367,0.647835,0.286407,0.0765407,0.332061,0.230502,0.155137,4.55423,0.292732,,,0.276891,-0.0725415,0.0,-0.00104257,-0.00104257,0.00585522,-0.08371056453324854,0.046296294778585434,76.6583,2.6,2.6,2.6,2.6,999.0,0.0,3B,/players/jack-brannigan/31471/stats/batting,3B,27.0,27.0,NL,Jack Brannigan,687394,31471,31471
STL,Cardinals,2.0,8.28885,8.90851,2.04458,1.46087,0.417579,0.0130807,0.153047,0.897028,0.953902,0.42053,0.0437686,1.30899,0.101232,0.0612776,0.0366282,0.208638,0.0772528,0.0334387,0.246666,0.289267,0.355594,0.64486,0.282785,0.0472054,0.146937,0.321262,0.108927,3.33983,0.274609,,,0.816202,-0.24687,-0.04,-0.0089086,-0.0089086,0.00583831,-0.2435966432094574,0.011440329253673553,78.2185,3.2,1.6,3.2,1.6,999.0,0.125,2B/3B/SS,/players/cesar-prieto/30163/stats/batting,2B/3B/SS,28.0,28.0,NL,César Prieto,693409,30163,30163
CHW,White Sox,1.0,2.7535,2.96235,0.593375,0.391611,0.113986,0.00828686,0.0794915,0.308364,0.295545,0.161356,3.9784e-05,0.846666,0.0237225,0.0134244,0.0103432,0.0466976,0.0460626,0.0141876,0.215498,0.263703,0.349522,0.613225,0.2702,0.0544689,0.285809,0.190578,0.134024,4.63263,0.279168,,,0.241158,-0.112345,-0.02,0.000207823,0.000207823,0.00552241,-0.10831991155282594,0.05716049298644066,68.8661,2.6,2.6,2.6,2.6,999.0,0.13636364,C,/players/korey-lee/25543/stats/batting,C,4.0,4.0,AL,Korey Lee,686676,25543,25543
HOU,Astros,4.0,15.9459,17.3693,3.27398,2.01493,0.584642,0.0291224,0.645279,2.02985,1.96428,1.15786,0.0317633,5.77761,0.147788,0.0945454,0.0232499,0.210093,0.415975,0.107468,0.205318,0.264015,0.367036,0.631051,0.276553,0.0666612,0.332633,0.200405,0.161717,5.07352,0.273324,,,1.50354,-0.569176,-0.06,0.0208241,0.0208241,0.00517882,-0.5087574366480112,-0.060000000473710347,74.0893,16.1,4.025,16.1,4.025,999.0,0.11428571,3B,/players/shay-whitcomb/27789/stats/batting,3B,21.0,21.0,AL,Shay Whitcomb,694376,27789,27789
TBR,Rays,1.0,5.29231,5.90856,1.1043,0.713735,0.237266,0.0200579,0.133239,0.645736,0.555912,0.494851,0.0108671,1.84434,0.0635855,0.0262406,0.0315798,0.09624,0.127525,0.0396786,0.208661,0.282923,0.336602,0.619525,0.27661,0.0837515,0.312147,0.268308,0.12794,5.21423,0.290652,,,0.511738,-0.193343,0.01,0.0022223,0.0022223,0.00489929,-0.1879032109864056,0.025432097725570202,72.6544,0.6,0.6,0.6,0.6,999.0,0.08333333,3B,/players/oliver-dunn/26295/stats/batting,3B,12.0,12.0,AL,Oliver Dunn,686554,26295,26295
SEA,Mariners,2.0,8.08797,9.05908,1.77844,1.32051,0.358982,0.0164086,0.0825458,0.923791,0.657922,0.806439,0.0158293,1.98074,0.0239322,0.0560864,0.084649,0.160403,0.234999,0.0685949,0.219887,0.290694,0.298947,0.589642,0.266994,0.08902,0.218648,0.407139,0.0790602,4.74967,0.278895,,,0.713907,-0.367132,0.01,0.00699548,0.00699548,0.00483554,-0.27525874180719256,-0.00028806645423173904,73.522,6.2,3.1,6.2,3.1,999.0,0.01204819,3B,/players/miles-mastrobuoni/20017/stats/batting,3B,11.0,11.0,AL,Miles Mastrobuoni,670156,20017,20017
TOR,Blue Jays,1.0,2.61479,2.9946,0.584449,0.356251,0.127684,0.0050721,0.0954416,0.356499,0.332968,0.305222,0.0147391,0.679646,0.0499114,0.0174259,0.00725361,0.0474337,0.0288661,0.00944042,0.223517,0.314521,0.38573,0.700251,0.309574,0.101924,0.226957,0.44909,0.162213,3.78147,0.263314,,,0.339464,-0.0178875,0.0,-0.00191127,-0.00191127,0.0048285,-0.012871291022747755,-0.046296294778585434,96.8897,2.6,2.6,2.6,2.6,999.0,0.0,OF,/players/robert-schreck/sa3022602/stats/batting,OF,14.0,,AL,RJ Schreck,702302,sa3022602,sa3022602
NYM,Mets,4.0,14.9695,16.9089,3.05082,1.66514,0.673067,0.0338729,0.678739,1.99468,2.09852,1.64497,0.0296814,5.13435,0.154649,0.11152,0.0283084,0.195591,0.152569,0.0617566,0.203803,0.287338,0.389316,0.676654,0.297384,0.0972842,0.303648,0.320385,0.185513,3.71163,0.255946,,,1.74952,-0.268255,0.0,-0.0136857,-0.0136857,0.00477454,-0.23548029083758593,-0.2674897015094757,89.1548,20.1,5.025,20.1,5.025,999.0,0.33333333,OF,/players/mj-melendez/22197/stats/batting,OF,25.0,25.0,NL,MJ Melendez,669004,22197,22197
ATL,Braves,2.0,7.8002,8.9244,1.82627,1.17085,0.3563,0.0189839,0.28014,1.07995,1.02216,0.978498,0.0149313,2.01533,0.0675213,0.0646074,0.0135774,0.164084,0.0413039,0.012428,0.234131,0.322337,0.39242,0.714757,0.316509,0.109643,0.225822,0.485527,0.158289,3.14145,0.277615,,,1.06189,-0.00308188,0.0,-0.0088054,-0.0088054,0.0047215,-0.02765977568924427,-0.21604938805103302,98.2532,6.2,3.1,6.2,3.1,999.0,0.87730061,OF,/players/andrew-mccutchen/9847/stats/batting,OF,16.0,16.0,NL,Andrew McCutchen,457705,9847,9847
LAD,Dodgers,3.0,11.1068,12.1281,2.58617,1.66624,0.54312,0.0422265,0.33458,1.5175,1.29353,0.732515,0.0191265,2.7464,0.107996,0.0715806,0.109233,0.245839,0.208307,0.0719247,0.232846,0.285108,0.379722,0.66483,0.291227,0.0603982,0.22645,0.266718,0.146876,5.01189,0.278064,,,1.19426,-0.253006,-0.04,-0.00163134,-0.00163134,0.00470171,-0.2618438209174201,-0.08629629760980606,82.2606,11.7,3.9,11.7,3.9,746.030029296875,0.00595238,OF,/players/alek-thomas/23792/stats/batting,OF,22.0,22.0,NL,Alek Thomas,677950,23792,23792
WSN,Nationals,3.0,12.436,13.5783,3.02885,2.02825,0.556479,0.0435267,0.400591,1.51009,1.66655,0.926469,0.0585418,3.83372,0.117492,0.0723669,0.0259656,0.275005,0.0874288,0.0338683,0.243554,0.300524,0.391937,0.692461,0.302762,0.0682314,0.282341,0.241663,0.148384,3.5758,0.317648,,,1.46417,-0.156167,0.0,-0.0128654,-0.0128654,0.00442983,-0.1850494248792529,-0.21296295523643494,89.5155,10.7,3.566666666,10.7,3.566666666,999.0,0.0,1B/3B,/players/yohandy-morales/sa3022672/stats/batting,1B/3B,24.0,,NL,Yohandy Morales,691002,sa3022672,sa3022672
SDP,Padres,1.0,5.60717,6.10923,1.38858,1.0415,0.273158,0.0215226,0.0523965,0.643169,0.54063,0.422958,0.0105089,0.854919,0.0181542,0.0385487,0.022403,0.119582,0.114098,0.0436923,0.247644,0.300599,0.33207,0.632669,0.282013,0.0692326,0.139939,0.494734,0.0844263,4.55353,0.281991,,,0.5559,-0.173127,0.0,-0.00326833,-0.00326833,0.00428688,-0.1564090547617525,0.0,79.2744,-0.4,-0.4,-0.4,-0.4,999.0,0.0,OF,/players/carlos-rodrguez/sa3005478/stats/batting,OF,29.0,,NL,Carlos Rodríguez,677578,sa3005478,sa3005478
TEX,Rangers,6.0,23.6855,25.6009,5.65699,3.94318,1.03799,0.0685381,0.607274,2.73006,2.68212,1.46846,0.0473918,3.85027,0.165324,0.185906,0.0956454,0.533452,0.315242,0.0969712,0.238837,0.285854,0.365365,0.651219,0.285935,0.0573599,0.150396,0.381392,0.126528,4.01368,0.260108,,,2.411,-0.644012,-0.15,-0.0070889,-0.0070889,0.00424631,-0.5674462346360087,-0.3043209910392761,81.3989,24.9,4.15,24.9,4.15,999.0,0.07692308,2B/OF,/players/cody-freeman/25629/stats/batting,2B/OF,13.0,13.0,AL,Cody Freeman,683227,25629,25629
BAL,Orioles,1.0,5.44518,5.97161,1.09324,0.668297,0.188617,0.0183057,0.218022,0.683022,0.669838,0.395345,0.0160452,1.96698,0.0825178,0.0352408,0.0133248,0.0676478,0.112623,0.0328952,0.200772,0.263684,0.362254,0.625938,0.274631,0.066204,0.329388,0.200991,0.161481,5.04401,0.265586,,,0.507608,-0.204997,-0.02,0.00276567,0.00276567,0.00420555,-0.18244080734439194,0.010864198207855225,73.6431,0.6,0.6,0.6,0.6,999.0,0.0,SS,/players/jose-barrero/23378/stats/batting,SS,2.0,2.0,AL,José Barrero,676480,23378,23378
LAA,Angels,1.0,5.29803,5.95413,1.26212,0.972174,0.221417,0.0180135,0.0505134,0.661577,0.378813,0.470268,0.0139461,1.27635,0.0776254,0.0326992,0.0755088,0.13279,0.2459,0.0656554,0.238224,0.307897,0.315419,0.623317,0.281577,0.0789818,0.214364,0.368448,0.0771955,5.67312,0.302609,,,0.539681,-0.170839,0.0,0.013797,0.013797,0.00416754,-0.15589631348848343,-0.015432098880410194,75.7799,0.6,0.6,0.6,0.6,999.0,0.0,OF,/players/nelson-rada/sa3018421/stats/batting,OF,1.0,,AL,Nelson Rada,703185,sa3018421,sa3018421
DET,Tigers,1.0,2.76162,3.02122,0.608326,0.36131,0.146735,0.0127226,0.0875582,0.366265,0.325881,0.219884,0.00673388,1.02996,0.0186957,0.0175557,0.00346322,0.0343444,0.0741071,0.0235299,0.220278,0.280641,0.377742,0.658383,0.288274,0.0727797,0.340908,0.213488,0.157464,5.54749,0.313402,,,0.290262,-0.0702669,-0.02,0.00185195,0.00185195,0.0039229,-0.0644986965926364,-0.004567901603877544,81.3366,2.6,2.6,2.6,2.6,999.0,0.11111111,3B,/players/gage-workman/27573/stats/batting,3B,6.0,6.0,AL,Gage Workman,669398,27573,27573
PHI,Phillies,5.0,20.7399,23.2067,4.81225,3.2308,0.870033,0.110633,0.600786,2.70765,2.47021,2.10255,0.0348312,5.61015,0.154137,0.170842,0.037964,0.460514,0.279288,0.0829164,0.232029,0.305124,0.37155,0.676675,0.299635,0.0906011,0.241747,0.374777,0.139521,4.51408,0.286499,,,2.44353,-0.325777,-0.08,-0.00803333,-0.00803333,0.00375389,-0.40648013167083263,-0.3114814758300781,85.8042,25.3,5.06,25.3,5.06,999.0,0.01538462,OF,/players/tommy-pham/2967/stats/batting,OF,26.0,26.0,NL,Tommy Pham,502054,2967,2967
