Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIN,Twins,11.67,39.7203,46.7346,8.51796,5.4787,1.74771,0.124183,1.16737,6.09537,4.48418,6.66468,0.0658918,15.8834,0.18666,0.120536,0.0423717,0.527054,1.12027,0.197674,0.214448,0.329162,0.352871,0.682032,0.306596,0.142607,0.339864,0.4196,0.138422,5.1326,0.322534,-0.0620234,,5.27695,-0.245103,2.08863,0.0621398,0.000116365,0.326342,-0.27595405112515436,1.8570802360773087,94.988,48.5,4.041666666,48.5,4.041666666,2.75657,0.524014,1.93471,2.75657,-0.524014,2.42039,999.0,0.0,OF,/players/emmanuel-rodriguez/sa3014693/stats/batting,8,AL,Emmanuel Rodriguez,691181,sa3014693,sa3014693
BAL,Orioles,11.8589,41.141,45.5838,9.31422,6.87674,2.02247,0.06059,0.354415,5.55231,3.66872,3.81707,0.101511,10.1213,0.18032,0.129256,0.316127,0.684579,3.31847,0.658726,0.226397,0.294064,0.304346,0.598411,0.26829,0.0837374,0.222036,0.377134,0.0779488,6.27822,0.290954,-0.100301,,3.72935,-1.65673,2.75195,0.322817,0.222515,0.32308,-1.3460949510335922,2.9349543303251266,70.8034,30.1,2.508333333,30.1,2.508333333,2.6173,0.0102444,2.02352,2.6173,-0.0102444,2.30197,999.0,0.0,OF,/players/enrique-bradfield/sa3022917/stats/batting,2,AL,Enrique Bradfield Jr.,690961,sa3022917,sa3022917
MIL,Brewers,22.9399,80.3624,87.506,18.7448,12.9167,3.5448,0.100147,2.1831,8.8151,10.653,6.30082,0.071642,16.6825,0.481191,0.278244,0.0832876,1.27743,0.490391,0.139398,0.233253,0.291993,0.361353,0.653346,0.287313,0.0720044,0.190645,0.377689,0.1281,2.89525,0.268097,0.0283629,,8.51063,-1.82888,0.255018,-0.0885796,-0.0602167,0.320189,-1.8068956397473812,2.025074064731598,83.1585,74.8,3.252173913,74.8,3.252173913,3.49637,-0.393145,1.77318,3.49637,0.393145,2.63576,565.969970703125,0.0,C,/players/jeferson-quero/sa3015407/stats/batting,23,NL,Jeferson Quero,691620,sa3015407,sa3015407
CHC,Cubs,92.0045,314.137,348.63,81.5375,55.2452,15.1276,0.968548,10.1962,39.0647,41.0116,28.9545,1.94601,64.2319,2.48656,2.49483,0.557275,6.97112,1.64526,0.603732,0.259561,0.324583,0.411256,0.73584,0.319154,0.0830523,0.184241,0.45078,0.151696,3.1899,0.294551,-0.164807,,42.9195,1.72623,-1.42783,-0.477615,-0.642421,0.319372,0.9851962924003601,-9.662801742553711,103.95,382.4,4.156521739,382.4,4.156521739,2.99541,4.87872,0.9473,2.99541,-4.87872,3.73693,379.20001220703125,0.85714286,DH,/players/moises-ballesteros/28820/stats/batting,17,NL,Moisés Ballesteros,694208,28820,28820
ARI,Diamondbacks,105.326,352.145,404.704,82.3383,52.0447,17.0637,1.05999,12.1699,46.6689,47.7262,47.7132,1.17009,103.634,1.57258,3.11454,0.159438,7.29125,2.59288,0.963122,0.23382,0.325363,0.391975,0.717338,0.315046,0.117896,0.256073,0.460402,0.158155,3.41691,0.293033,-0.486948,,48.473,0.654023,-0.346162,-0.537066,-1.02401,0.319103,-0.8238812386989594,-9.521829456090927,100.417,427.9,4.075238095,427.9,4.075238095,2.04287,1.5642,0.353899,2.04287,-1.5642,4.52813,482.20001220703125,0.56626506,1B/OF,/players/pavin-smith/19892/stats/batting,15,NL,Pavin Smith,656976,19892,19892
ATH,Athletics,49.0815,156.457,176.059,35.6562,24.5806,6.93063,0.186025,3.95893,19.4452,16.8923,14.4476,0.0536853,37.9099,2.8097,1.19824,1.14671,3.14363,2.22762,0.804519,0.227898,0.302514,0.350485,0.652999,0.290006,0.0820609,0.215325,0.381103,0.122586,3.77325,0.273757,-0.0419829,,17.508,-3.29475,0.809267,-0.159786,-0.201769,0.314105,-3.546318158507347,0.6577811986207962,83.9271,155.5,3.173469387,155.5,3.173469387,2.26867,0.388908,1.42595,2.26867,-0.388908,3.09873,750.5999755859375,0.0,3B,/players/brett-harris/29788/stats/batting,10,AL,Brett Harris,695391,29788,29788
MIA,Marlins,80.5679,279.483,313.611,61.9177,36.0884,12.2108,1.34187,12.2766,36.8907,37.6223,28.5349,0.676125,94.3715,3.24102,1.79263,0.560269,4.86562,5.92453,2.07997,0.221544,0.299292,0.406616,0.705908,0.306923,0.0909881,0.300919,0.302368,0.185072,4.81181,0.284269,0.237301,,35.4942,-1.56138,1.10902,-0.110433,0.126868,0.312278,-1.9188541918992996,-5.462875127792358,94.4962,323.3,3.991358024,323.3,3.991358024,3.22421,0.628813,0.775322,3.22421,-0.628813,3.96624,533.260009765625,0.20224719,DH/OF,/players/christopher-morel/21897/stats/batting,20,NL,Christopher Morel,666624,21897,21897
BAL,Orioles,44.1057,163.13,176.867,41.8226,27.9899,8.07662,0.225228,5.53093,19.8505,21.4363,10.5931,0.0563747,43.8067,1.31603,1.75537,0.0733822,3.42558,1.10646,0.239916,0.256377,0.303923,0.410364,0.714287,0.309339,0.059893,0.247681,0.241815,0.153987,3.12024,0.314085,0.039363,,20.3646,-0.533663,1.30206,-0.139986,-0.100623,0.308299,-0.29238787293434143,-2.781799554824829,99.0801,189.7,4.311363636,189.7,4.311363636,4.24701,1.13787,1.49935,4.24701,-1.13787,3.00087,492.6600036621094,0.37078652,1B,/players/ryan-mountcastle/18373/stats/batting,2,AL,Ryan Mountcastle,663624,18373,18373
CLE,Guardians,68.1586,242.339,266.061,55.9219,37.1084,12.0786,1.05741,5.67751,29.1157,25.6367,16.6369,0.170638,56.7175,2.71744,2.17303,2.1942,3.77305,4.53629,1.42435,0.230759,0.285282,0.359611,0.644893,0.282363,0.0625305,0.213175,0.293329,0.128852,4.99061,0.275891,0.175045,,24.807,-6.63008,-1.1824,-0.0476622,0.127383,0.307782,-6.069862440228462,-0.07926273345947266,80.2374,235.2,3.458823529,235.2,3.458823529,1.45645,1.81005,1.11546,1.45645,-1.81005,3.51272,577.030029296875,0.0,OF,/players/angel-martinez/26540/stats/batting,5,AL,Angel Martínez,682657,26540,26540
SFG,Giants,9.57621,34.1895,37.4354,8.92839,7.06424,1.5225,0.0643824,0.277271,4.2583,3.26518,2.96259,0.13917,6.0361,0.140475,0.106441,0.0363674,0.702848,0.97525,0.176459,0.261144,0.321705,0.333771,0.655477,0.291476,0.0791387,0.161241,0.490811,0.072627,4.88681,0.309161,-0.0718771,,3.76739,-0.655888,1.67305,0.0565847,-0.0152925,0.306647,-0.6817696625366807,2.411953866481781,84.9368,33.1,3.31,33.1,3.31,2.33918,-0.168687,2.05309,2.33918,0.168687,2.26255,999.0,0.0,C/3B,/players/jesus-rodriguez/sa3008916/stats/batting,30,NL,Jesus Rodriguez,683679,sa3008916,sa3008916
WSN,Nationals,62.8653,219.547,239.673,53.1336,36.9793,11.14,0.988388,4.02582,24.1488,22.3393,16.78,0.154754,60.9186,1.15511,1.42818,0.762881,3.73904,6.93384,2.45371,0.242015,0.29747,0.35677,0.654241,0.287641,0.070012,0.254174,0.275449,0.114756,5.11358,0.314731,-0.0093782,,23.3739,-4.94531,-1.14285,0.0204275,0.0110493,0.300242,-4.917770785279572,-0.12164640426635742,82.6488,213.7,3.392063492,213.7,3.392063492,1.21238,-1.54341,1.42851,1.21238,1.54341,3.09532,750.969970703125,0.0,3B,/players/jose-tena/23691/stats/batting,24,NL,José Tena,677588,23691,23691
TBR,Rays,16.3222,50.9694,56.3881,11.4055,7.79435,2.52632,0.0705871,1.01421,5.8698,5.51433,4.37797,0.112432,12.9798,0.187692,0.184114,0.668877,0.623691,1.06563,0.249289,0.223771,0.286636,0.335801,0.622437,0.275216,0.07764,0.230188,0.33729,0.11203,4.269,0.279639,-0.0798206,,4.93034,-1.73235,2.36134,0.0301822,-0.0496384,0.295849,-1.7979394681751728,2.7811484932899475,73.7673,42.6,2.6625,42.6,2.6625,2.73572,0.00204406,1.92273,2.73572,-0.00204406,2.43637,999.0,0.03846154,2B,/players/brett-wisely/27735/stats/batting,12,AL,Brett Wisely,689172,27735,27735
KCR,Royals,34.7023,115.157,129.584,27.0393,19.0156,5.58617,0.195655,2.2418,13.8417,12.7602,11.5607,0.067094,21.0136,1.37528,1.15183,0.338613,2.52062,1.7626,0.667765,0.234803,0.309298,0.345111,0.654409,0.291005,0.089214,0.162162,0.550153,0.110309,3.68328,0.266485,0.0276797,,12.9914,-2.31991,1.79224,-0.131432,-0.103752,0.291321,-2.460316576063633,0.9220067858695984,84.6134,112.4,3.211428571,112.4,3.211428571,2.21103,-0.495672,1.65207,2.21103,0.495672,2.79724,999.0,0.01351351,2B/OF,/players/nick-loftin/27630/stats/batting,7,AL,Nick Loftin,679845,27630,27630
STL,Cardinals,43.0603,135.361,149.613,33.0192,23.5764,5.98891,0.881713,2.57214,16.7346,14.3589,9.12769,0.269961,24.265,1.98283,1.26581,1.87619,2.37152,3.32844,0.931148,0.243935,0.298704,0.358213,0.656917,0.288175,0.0610085,0.162184,0.376167,0.114278,5.5448,0.277322,-0.0318991,,14.6557,-3.02228,1.88892,0.0571578,0.0252587,0.290177,-3.039339391514659,0.8119577169418335,82.6692,137.0,3.186046511,137.0,3.186046511,4.11201,1.71107,1.6412,4.11201,-1.71107,2.81173,676.0599975585938,0.0,OF,/players/nathan-church/31357/stats/batting,28,NL,Nathan Church,701675,31357,31357
CHC,Cubs,25.0375,66.2757,72.0434,15.3685,10.9303,2.60995,0.101053,1.72725,8.16468,7.8149,5.34291,0.0787269,21.2704,0.208721,0.166498,0.0495938,0.921588,1.98761,0.252706,0.231887,0.290582,0.352502,0.643084,0.283424,0.0741624,0.295245,0.25119,0.120614,5.12987,0.313993,-0.193038,,6.77929,-1.7332,2.68627,0.185746,-0.00729183,0.2888,-1.7608715645037591,2.145337402820587,79.4058,64.3,2.572,64.3,2.572,3.99361,0.612881,1.86711,3.99361,-0.612881,2.51052,689.9099731445312,0.22222222,OF,/players/kevin-alcantara/25971/stats/batting,17,NL,Kevin Alcántara,682634,25971,25971
MIL,Brewers,52.1143,158.742,176.573,36.5798,25.0318,7.41495,0.211948,3.92105,19.6736,17.7097,14.7416,0.0584111,43.0427,1.95354,1.02302,0.112332,2.23879,4.46151,1.45402,0.230435,0.301909,0.353918,0.655827,0.290586,0.0834876,0.243768,0.342489,0.123483,4.42987,0.289524,0.00791394,,17.6423,-3.22111,-0.859931,0.0217732,0.0296871,0.285796,-3.0255606658756733,-0.055698513984680176,85.4008,161.9,3.113461538,161.9,3.113461538,3.364,0.134272,1.4762,3.364,-0.134272,3.03174,607.9099731445312,0.0,2B/3B,/players/andruw-monasterio/19455/stats/batting,23,NL,Andruw Monasterio,655316,19455,19455
ATL,Braves,48.455,154.131,166.535,34.3762,21.9326,7.83133,1.2041,3.40815,21.1721,14.8163,9.09318,0.103353,45.4054,1.09848,1.10936,1.10319,1.67607,13.3287,2.65836,0.223033,0.269404,0.355803,0.625207,0.272301,0.0546023,0.272648,0.200266,0.13277,8.09545,0.290981,-0.04439,,14.167,-5.51041,0.0632068,1.3657,1.32131,0.285372,-4.274560809135437,1.5231238827109337,71.649,139.8,2.9125,139.8,2.9125,4.07096,1.00153,1.75712,4.07096,-1.00153,2.65717,647.6300048828125,0.11428571,SS,/players/jorge-mateo/17273/stats/batting,16,NL,Jorge Mateo,622761,17273,17273
DET,Tigers,6.31241,22.0014,23.279,5.66943,3.99578,1.0277,0.0149231,0.63103,2.64288,2.80944,1.08916,0.124167,4.02335,0.0946141,0.0703289,0.0235072,0.45485,0.0451071,0.0247934,0.257685,0.294692,0.391796,0.686488,0.296455,0.0467873,0.172832,0.27071,0.134111,2.21046,0.289275,0.00412588,,2.43686,-0.313741,2.22984,-0.034506,-0.0303801,0.284721,-0.34563050232827663,2.327257886528969,88.51,26.9,4.483333333,26.9,4.483333333,3.15643,0.200344,2.06544,3.15643,-0.200344,2.24608,999.0,0.0,2B,/players/maxwell-anderson/sa3022567/stats/batting,6,AL,Max Anderson,801194,sa3022567,sa3022567
,,73.9531,241.932,283.734,56.5574,37.4016,10.5884,1.18508,7.3823,32.3241,29.9014,35.1665,1.25205,63.3457,3.7235,2.24951,0.662922,4.31423,4.27175,1.26153,0.233774,0.337185,0.378879,0.716064,0.316936,0.123942,0.223257,0.555153,0.145105,4.42675,0.283506,-0.820607,,34.4194,0.894039,-0.63056,-0.157657,-0.978263,0.28396,-0.16448146104812622,-6.662891328334808,102.427,302.4,4.086486486,302.4,4.086486486,1.66499,0.0640316,1.00216,1.66499,-0.0640316,3.66379,750.6300048828125,0.91666667,OF,/players/jesse-winker/13590/stats/batting,-1,,Jesse Winker,608385,13590,13590
COL,Rockies,85.0516,296.867,328.025,77.4022,55.1978,13.1533,3.82762,5.22349,39.8765,30.404,20.9338,0.30591,57.2941,5.33575,1.82343,3.06488,4.83922,12.8771,2.75804,0.26073,0.319029,0.38361,0.702639,0.308016,0.0638176,0.174664,0.365374,0.12288,7.04912,0.305618,0.205923,,37.4166,-1.34208,0.350986,0.910146,1.11607,0.283609,-5.519204139709473,-2.6222835779190063,82.933,336.0,3.952941176,336.0,3.952941176,4.01625,-1.50706,1.38539,4.01625,1.50706,3.15281,450.739990234375,0.04545455,OF,/players/jake-mccarthy/21622/stats/batting,19,NL,Jake McCarthy,664983,21622,21622
ATL,Braves,21.2494,72.3579,81.2136,17.3701,13.3605,2.98531,0.110879,0.913402,8.81744,7.07681,6.48863,0.117891,17.5279,1.89754,0.217489,0.252016,1.3265,0.526882,0.239244,0.240058,0.31813,0.322251,0.640381,0.288697,0.0798959,0.215825,0.370188,0.0821925,3.20177,0.303999,0.0220887,,7.98987,-1.60614,1.2067,-0.135385,-0.113296,0.280115,-1.7611125335097313,1.7969573736190796,82.8807,67.2,3.2,67.2,3.2,3.63481,-0.204903,1.85299,3.63481,0.204903,2.52934,728.969970703125,0.0,3B,/players/nacho-alvarez-jr/31765/stats/batting,16,NL,Nacho Alvarez Jr.,805373,31765,31765
MIA,Marlins,92.9568,309.731,345.467,68.8956,43.8014,14.9233,1.20739,8.96358,36.5873,35.527,29.3616,0.673042,73.7313,3.14893,2.16783,1.05831,4.55839,4.97135,1.28869,0.222437,0.294435,0.365235,0.65967,0.289818,0.0849908,0.213425,0.398223,0.142798,4.35797,0.261479,-0.132476,,34.302,-6.5176,2.08962,-0.0328135,-0.16529,0.279605,-7.216437339782715,-1.5444905757904053,82.779,312.9,3.364516129,312.9,3.364516129,3.54448,-2.01986,0.728396,3.54448,2.01986,4.02881,569.1699829101562,0.0,3B,/players/graham-pauley/31363/stats/batting,20,NL,Graham Pauley,688363,31363,31363
,,49.4133,170.289,185.093,43.3036,32.7337,8.20056,0.260473,2.10889,18.6927,17.3138,9.7091,0.122938,31.5085,3.01681,0.969134,1.10939,3.98208,2.22234,0.710009,0.254295,0.304535,0.342663,0.647198,0.286455,0.0524552,0.17023,0.308142,0.0883685,3.69099,0.299292,-0.138744,,17.8728,-3.99743,-0.478222,-0.145591,-0.284335,0.27859,-4.334117978811264,0.7926963865756989,81.4879,152.8,3.118367346,152.8,3.118367346,2.30178,0.257372,1.59455,2.30178,-0.257372,2.87394,999.0,0.11818182,SS,/players/jose-iglesias/10231/stats/batting,-1,,Jose Iglesias,578428,10231,10231
BAL,Orioles,28.5952,98.3885,107.307,22.8673,15.0779,4.39632,0.659972,2.73314,12.496,11.1351,7.08696,0.118079,23.2771,0.151933,0.934562,0.74504,1.06512,4.47163,1.06599,0.232418,0.282523,0.373854,0.656377,0.28514,0.0660438,0.21692,0.304461,0.141436,6.33984,0.274633,-0.0355708,,10.2471,-2.43201,0.76389,0.311238,0.275667,0.275982,-1.9489076733589172,0.9530123025178909,82.4108,102.1,3.520689655,102.1,3.520689655,2.34395,0.435283,1.7694,2.34395,-0.435283,2.6408,740.1699829101562,0.0,OF,/players/leody-taveras/18900/stats/batting,2,AL,Leody Taveras,665750,18900,18900
MIN,Twins,17.4248,52.6595,59.937,10.2015,6.81979,2.29613,0.0478828,1.03764,6.06722,4.66886,5.80338,0.0,19.2809,0.590992,0.138762,0.744293,0.651302,1.92385,0.550223,0.193725,0.28037,0.298261,0.578631,0.262232,0.0968248,0.321686,0.300991,0.104536,4.80983,0.282139,-0.0408341,,4.60881,-2.47321,2.61692,0.0722083,0.0313742,0.274436,-2.4815474078059196,3.100945621728897,64.4277,40.2,2.364705882,40.2,2.364705882,2.20823,-0.0714282,1.89278,2.20823,0.0714282,2.4763,999.0,0.0,3B/SS,/players/ryan-kreidler/25867/stats/batting,8,AL,Ryan Kreidler,668952,25867,25867
COL,Rockies,130.024,483.055,530.41,119.706,76.788,24.6312,3.16953,15.117,63.1819,57.7229,41.1385,0.343688,152.283,3.21581,2.80426,0.196533,6.90167,15.689,4.69975,0.24781,0.309422,0.405806,0.715229,0.311298,0.0775598,0.287105,0.270145,0.157997,5.62201,0.328421,-0.0197391,,61.9155,-0.756585,-0.028823,0.415687,0.395948,0.274076,-8.919627726078033,-6.048433378338814,85.1815,568.0,4.369230769,568.0,4.369230769,4.1905,-0.221212,0.525966,4.1905,0.221212,4.29871,236.91000366210938,0.04109589,OF,/players/jordan-beck/31431/stats/batting,19,NL,Jordan Beck,687597,31431,31431
,,40.9485,134.468,153.231,30.0082,20.6408,5.54189,0.10577,3.71979,15.735,15.6609,14.1619,0.0331812,29.1835,3.53807,0.970922,0.0920726,2.84213,1.12224,0.316262,0.223162,0.311535,0.348938,0.660473,0.295372,0.092422,0.190454,0.485272,0.125775,3.13422,0.256383,-0.041103,,15.9055,-2.19994,-0.740388,-0.157962,-0.199065,0.269614,-2.4423433542251587,-0.1084665060043335,87.6134,144.9,3.534146341,144.9,3.534146341,2.88425,-0.352454,1.48756,2.88425,0.352454,3.01659,999.0,0.0,2B/3B,/players/luis-urias/16622/stats/batting,-1,,Luis Urías,649966,16622,16622
,,61.3481,206.554,224.186,50.3293,30.3458,10.6785,0.80195,8.50307,26.0077,27.1779,13.8786,0.449155,46.5452,1.94183,1.70434,0.106514,3.65614,0.751237,0.399587,0.243661,0.295207,0.426623,0.72183,0.310466,0.0619066,0.207619,0.298175,0.182962,3.15052,0.272999,0.081541,,26.018,-0.471232,-0.366525,-0.315199,-0.233658,0.265643,-0.7683029323816299,-4.222718268632889,97.9822,245.1,4.018032786,245.1,4.018032786,1.72953,0.297571,1.2011,1.72953,-0.297571,3.39854,750.77001953125,0.4245283,OF,/players/randal-grichuk/10243/stats/batting,-1,,Randal Grichuk,545341,10243,10243
STL,Cardinals,32.8927,98.188,113.614,23.6964,16.7285,4.85651,0.104303,2.00713,12.9206,10.3915,11.1885,0.212378,15.3218,2.16536,0.906374,1.16551,1.90663,3.63595,1.1979,0.241337,0.329487,0.354248,0.683736,0.305159,0.0984782,0.134859,0.730233,0.112911,4.59846,0.265262,-0.00358464,,12.696,-0.728389,-0.303165,0.0394402,0.0358555,0.264388,-0.7246704213321209,-0.5363883525133133,94.3363,113.5,3.439393939,113.5,3.439393939,3.59563,-0.171288,1.78486,3.59563,0.171288,2.62018,737.489990234375,0.03846154,2B/3B,/players/jose-fermin/21746/stats/batting,28,NL,José Fermín,665877,21746,21746
NYM,Mets,10.2645,29.8483,32.4257,6.42465,4.54385,1.58281,0.0363868,0.261603,4.10322,2.57628,2.22843,0.0915979,6.80671,0.171909,0.106674,0.070394,0.480867,0.501983,0.281831,0.215243,0.272752,0.297003,0.569755,0.253643,0.0687242,0.209917,0.327388,0.0817598,4.5586,0.269285,0.0513358,,2.26723,-1.56412,2.89277,-0.0602569,-0.00892105,0.262573,-1.582211640663445,3.0511703342199326,58.948,17.3,1.73,17.3,1.73,3.14953,-0.253904,2.00344,3.14953,0.253904,2.32875,999.0,0.01923077,2B/OF,/players/vidal-brujan/20536/stats/batting,25,NL,Vidal Bruján,660644,20536,20536
,,81.7783,295.711,331.406,71.3345,48.3515,13.7519,1.0228,8.20837,37.1161,34.2616,30.6333,0.836901,74.132,2.00637,2.61486,0.441113,6.22261,5.33979,1.71544,0.241231,0.314154,0.377927,0.692081,0.303758,0.0924344,0.223689,0.413227,0.136696,4.32257,0.292271,-0.519656,,36.6568,-2.50147,-1.59161,-0.163697,-0.683353,0.261922,-3.2785648703575134,-5.377643942832947,93.3744,326.0,3.975609756,326.0,3.975609756,4.41937,-0.0286719,0.910534,4.41937,0.0286719,3.78596,719.030029296875,0.01612903,OF,/players/tommy-pham/2967/stats/batting,-1,,Tommy Pham,502054,2967,2967
SEA,Mariners,35.3538,111.103,124.175,23.7723,17.0853,4.34092,0.143362,2.20277,12.3044,11.2947,8.78904,0.0383577,26.3787,2.72098,1.06189,0.499656,2.04656,0.73417,0.147407,0.213967,0.285283,0.315098,0.600381,0.268869,0.0707797,0.212433,0.333186,0.101131,3.27134,0.25806,-0.050235,,10.2174,-4.45474,-0.832459,-0.102055,-0.15229,0.260576,-3.6224749833345413,1.8954558968544006,76.2891,91.7,2.62,91.7,2.62,2.00328,-0.224927,1.59905,2.00328,0.224927,2.86793,999.0,0.03030303,C,/players/andrew-knizner/19514/stats/batting,11,AL,Andrew Knizner,668800,19514,19514
CIN,Reds,37.2042,100.701,111.479,22.3528,14.7692,4.37998,0.597514,2.60619,11.3364,10.4081,8.55551,0.121405,30.3785,0.734403,0.62253,0.865258,1.21829,3.04413,0.806323,0.221972,0.286065,0.354975,0.64104,0.281783,0.0767455,0.272504,0.281631,0.133003,5.4999,0.288951,-0.028134,,10.3417,-2.83041,1.57487,0.120595,0.0924607,0.253758,-3.3777181059122086,2.1490073800086975,73.7358,100.6,2.718918918,100.6,2.718918918,2.95539,0.631823,1.72949,2.95539,-0.631823,2.69402,999.0,0.0,2B/OF,/players/tyler-callihan/27497/stats/batting,18,NL,Tyler Callihan,682997,27497,27497
,,39.5871,142.343,159.087,33.3029,20.9795,6.60473,0.193994,5.52469,18.5904,18.398,14.1344,0.468645,32.4141,1.30906,1.13174,0.16874,2.41431,0.930743,0.156323,0.233963,0.306739,0.399526,0.706265,0.307604,0.0888472,0.203751,0.436058,0.165564,3.13435,0.263211,-0.205804,,18.0932,-0.704109,-0.0296743,-0.115227,-0.321031,0.250833,-1.070138931274414,-1.8624084778130054,96.0159,166.4,4.16,166.4,4.16,2.83505,0.207014,1.43911,2.83505,-0.207014,3.08119,720.3099975585938,0.0,OF,/players/max-kepler/12144/stats/batting,-1,,Max Kepler,596146,12144,12144
SFG,Giants,23.7329,83.6361,90.5462,18.8989,13.2147,3.439,0.123377,2.12179,8.41964,9.33538,4.82733,0.0395012,26.3496,1.05507,0.942119,0.0855496,1.43565,1.04936,0.230358,0.225966,0.273946,0.346142,0.620088,0.271588,0.0533135,0.291007,0.183203,0.120177,3.61305,0.29902,-0.0615902,,7.65029,-3.04845,0.698986,-0.0102759,-0.0718661,0.250541,-3.145923726260662,2.5302263498306274,71.2752,69.8,2.908333333,69.8,2.908333333,2.19893,0.459197,1.78701,2.19893,-0.459197,2.61732,999.0,0.0,C,/players/daniel-susac/sa3019997/stats/batting,30,NL,Daniel Susac,691740,sa3019997,sa3019997
,,25.0592,85.7301,95.0994,19.1219,11.8613,3.90317,0.0794295,3.27797,10.5322,10.8038,7.9875,0.00786189,27.0487,0.636464,0.672395,0.072962,1.31992,0.834249,0.212565,0.223047,0.29198,0.385137,0.677117,0.296099,0.0839911,0.284425,0.295301,0.162089,3.38469,0.282544,-0.105993,,9.92748,-1.30925,-1.28339,-0.0553844,-0.161377,0.242608,-1.497522994875908,0.6501919031143188,88.1125,89.1,3.564,89.1,3.564,0.955267,-0.765692,1.71032,0.955267,0.765692,2.71958,999.0,0.07692308,C,/players/tom-murphy/13499/stats/batting,-1,,Tom Murphy,608596,13499,13499
TBR,Rays,69.9168,242.827,265.435,55.8321,37.3267,10.3582,2.16407,5.98316,29.1408,26.6526,17.7242,0.60363,55.7716,3.04279,1.09415,0.746629,2.31626,10.0784,1.93918,0.229925,0.289393,0.364324,0.653718,0.286121,0.0667741,0.210114,0.317799,0.134399,6.45866,0.273645,-0.416969,,25.5588,-5.80444,0.07555,0.842014,0.425046,0.242244,-5.454473257064819,-1.16131079941988,81.2588,243.8,3.482857142,243.8,3.482857142,2.59237,3.10213,1.27491,2.59237,-3.10213,3.30012,604.7100219726562,0.05,OF,/players/jonny-deluca/26365/stats/batting,12,AL,Jonny DeLuca,676356,26365,26365
MIN,Twins,60.7073,193.229,218.13,39.2854,23.1433,8.07818,1.07296,6.99099,26.499,22.8176,20.3577,0.391086,75.817,3.31864,1.11365,0.110685,1.63995,4.27016,1.13707,0.20331,0.28879,0.364761,0.653551,0.288024,0.0933283,0.347577,0.268511,0.161451,5.57053,0.289545,0.0680176,,21.3408,-4.43295,0.911373,0.0818765,0.149894,0.234425,-4.427590534090996,-0.7888185977935791,82.1951,193.9,3.178688524,193.9,3.178688524,3.42598,1.37775,1.09491,3.42598,-1.37775,3.54012,708.4299926757812,0.01538462,OF,/players/james-outman/24770/stats/batting,8,AL,James Outman,681546,24770,24770
PIT,Pirates,13.9532,47.4748,52.5586,11.052,6.85588,2.5022,0.0726134,1.62129,5.83536,6.10751,4.66064,0.0642282,11.2427,0.156427,0.198232,0.0685267,0.778772,0.189315,0.132184,0.232797,0.302325,0.391014,0.693339,0.30313,0.0886751,0.213908,0.414548,0.158217,2.50932,0.270927,0.031249,,5.78668,-0.423528,1.18288,-0.0929054,-0.0616564,0.234123,-0.6001496836543083,1.1398196034133434,91.3555,57.1,4.078571428,57.1,4.078571428,4.1034,1.66373,1.9171,4.1034,-1.66373,2.44387,999.0,0.0,2B,/players/enmanuel-valdez/21716/stats/batting,27,NL,Enmanuel Valdez,665839,21716,21716
SEA,Mariners,11.607,40.1722,45.4714,8.9987,6.04891,1.89585,0.0998168,0.954118,4.91738,4.52269,3.80558,0.0228303,11.0303,1.33019,0.126206,0.0372504,0.576767,0.841282,0.121878,0.224003,0.311098,0.347418,0.658515,0.294852,0.0836917,0.242576,0.345012,0.123415,4.65909,0.28412,-0.0862851,,4.70077,-0.672026,0.881829,0.0446585,-0.0416266,0.231312,-0.35311925783753395,1.0489050894975662,94.1879,42.5,3.541666666,42.5,3.541666666,2.75025,-0.37224,1.96369,2.75025,0.37224,2.38175,999.0,0.0,2B/SS,/players/michael-arroyo/sa3018429/stats/batting,11,AL,Michael Arroyo,703197,sa3018429,sa3018429
,,40.6084,131.968,144.441,28.8038,19.5967,5.33409,0.0873533,3.78566,14.2287,15.1124,9.57636,0.132342,35.3702,0.993775,0.833296,1.06942,3.18828,0.234117,0.0968261,0.218263,0.274628,0.346064,0.620692,0.272757,0.0662993,0.244876,0.270746,0.127802,2.0138,0.267157,-0.221747,,12.341,-4.72586,-0.583786,-0.191106,-0.412854,0.231075,-5.179567754268646,2.5495765209198,72.0783,115.5,2.81707317,115.5,2.81707317,2.24467,0.633621,1.48643,2.24467,-0.633621,3.01809,750.0900268554688,0.0,C,/players/elias-diaz/11680/stats/batting,-1,,Elias Díaz,553869,11680,11680
