Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CHW,White Sox,0.0306,0.0912,0.1716,0.1936,0.0,0.0,,1.0,4.829,1.2153,0.8075,0.76421,0.189778,0.4531,0.6766,0.005,0.0537,6.87789,1.8919,4.0779,6.0894,0.669672,1.708,0.0938289,0.140112,-0.046282872557640076,0.4,0.296509,0.296752,0.666826,6.88695,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0292,,,,,,,,,,,,,,,,,,,,,,999.0,4.0,AL,Denny Lima,808348.0,sa3021787,sa3021787
MIN,Twins,0.0294,0.092,0.1679,0.2109,0.0,0.0,,1.0,4.876,1.224,0.822,0.77812,0.181667,0.4644,0.7243,0.0056,0.0502,7.00308,1.9483,4.1796,6.5187,0.641171,1.635,0.095242,0.148544,-0.053301893174648285,0.407236,0.298427,0.301651,0.664889,6.8915,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0263,,,,,,,,,,,,,,,,,,,,,,999.0,8.0,AL,Melvin Rodriguez,821060.0,sa3024087,sa3024087
NYY,Yankees,0.0308,0.0906,0.1688,0.2068,0.0,0.0,,1.0,4.862,1.1969,0.8066,0.76243,0.180889,0.4806,0.7405,0.0055,0.0485,6.86187,1.9374,4.3254,6.6645,0.649021,1.628,0.0988482,0.152304,-0.05345536768436432,0.411992,0.293862,0.297819,0.671434,6.89249,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0291,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Jorge Luna,808659.0,sa3021797,sa3021797
LAA,Angels,0.03,0.089,0.1514,0.2884,0.0,0.0,,1.0,4.832,1.1356,0.7827,0.74203,0.192778,0.5913,0.7556,0.0078,0.0569,6.67827,1.8912,5.3217,6.8004,0.782557,1.735,0.122372,0.156374,-0.03400247544050217,0.361982,0.282523,0.291406,0.683706,6.89615,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0276,,,,,,,,,,,,,,,,,,,,,,999.0,1.0,AL,Francis Texido,809814.0,sa3021028,sa3021028
NYY,Yankees,0.0307,0.0912,0.1723,0.1903,0.0,0.0,,1.0,4.885,1.1764,0.8059,0.7615,0.175778,0.5165,0.777,0.0049,0.0594,6.8535,1.9534,4.6485,6.993,0.664736,1.582,0.105732,0.159058,-0.053326502442359924,0.414997,0.29057,0.298131,0.672109,6.89645,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0298,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Jerson Alejandro,808394.0,sa3021533,sa3021533
HOU,Astros,0.0323,0.0841,0.133,0.375,0.0,0.0,,1.0,4.873,1.1715,0.8048,0.76185,0.182556,0.5326,0.7757,0.0107,0.0452,6.85665,1.9472,4.7934,6.9813,0.686606,1.643,0.109296,0.159183,-0.04988713562488556,0.393007,0.289109,0.296362,0.675328,6.90586,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0232,,,,,,,,,,,,,,,,,,,,,,999.0,21.0,AL,Adrian Ardines,821593.0,sa3024257,sa3024257
,,0.0305,0.0911,0.1688,0.2068,0.0,0.0,,1.0,4.865,1.2151,0.811,0.76606,0.179,0.4473,0.7301,0.0055,0.05,6.89454,1.9452,4.0257,6.5709,0.612656,1.611,0.0919424,0.150072,-0.058129504323005676,0.423011,0.297461,0.299572,0.669303,6.90784,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0286,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Anderson Beltre,807852.0,sa3022002,sa3022002
BOS,Red Sox,0.0301,0.0923,0.1754,0.1754,0.0,0.0,,1.0,4.876,1.2022,0.8111,0.76625,0.177778,0.4716,0.7544,0.0045,0.0487,6.89625,1.9566,4.2444,6.7896,0.625133,1.6,0.0967186,0.154717,-0.05799835920333862,0.420994,0.295171,0.299231,0.670781,6.91235,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0295,,,,,,,,,,,,,,,,,,,,,,999.0,3.0,AL,Juanyerlin Duran,830037.0,sa3068494,sa3068494
,,0.0302,0.0921,0.1754,0.1754,0.0,0.0,,1.0,4.831,1.2215,0.8099,0.76628,0.189778,0.436,0.6772,0.0044,0.0509,6.89652,1.8987,3.924,6.0948,0.643827,1.708,0.0902505,0.140178,-0.04992755502462387,0.404001,0.297716,0.296717,0.666744,6.91455,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0295,,,,,,,,,,,,,,,,,,,,,,999.0,,,Edgar Gallegos,823735.0,sa3023857,sa3023857
COL,Rockies,0.0317,0.0865,0.1461,0.3131,0.0,0.0,,1.0,4.862,1.186,0.8064,0.76325,0.184556,0.5011,0.7477,0.0087,0.0472,6.86925,1.9337,4.5099,6.7293,0.670189,1.661,0.103065,0.153784,-0.05071985721588135,0.397005,0.291608,0.296159,0.672885,6.91686,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0252,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Sandy Ozuna,814252.0,sa3021041,sa3021041
CIN,Reds,0.0297,0.0916,0.1675,0.2125,0.0,0.0,,1.0,4.804,1.2088,0.8102,0.76746,0.208778,0.5278,0.6573,0.0055,0.0512,6.90714,1.8661,4.7502,5.9157,0.802982,1.879,0.109867,0.136823,-0.026956692337989807,0.403122,0.295153,0.297721,0.670919,6.91915,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0278,,,,,,,,,,,,,,,,,,,,,,999.0,18.0,NL,Edgar Colon,813958.0,sa3067292,sa3067292
WSN,Nationals,0.0287,0.0902,0.1504,0.2934,0.0,0.0,,1.0,4.804,1.2126,0.7977,0.75433,0.188,0.4076,0.6718,0.008,0.047,6.78897,1.8844,3.6684,6.0462,0.606728,1.692,0.084846,0.139842,-0.05499584972858429,0.403778,0.296828,0.293615,0.670306,6.92034,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0271,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Leuris Portorreal,808224.0,sa3021520,sa3021520
LAD,Dodgers,0.0302,0.0921,0.1754,0.1754,0.0,0.0,,1.0,4.869,1.1864,0.8099,0.76631,0.183556,0.5041,0.7553,0.0045,0.0478,6.89679,1.9417,4.5369,6.7977,0.667417,1.652,0.103533,0.155124,-0.05159168690443039,0.401995,0.291793,0.296854,0.671802,6.92246,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0295,,,,,,,,,,,,,,,,,,,,,,999.0,22.0,NL,Oliver Gonzalez,823860.0,sa3024789,sa3024789
PIT,Pirates,0.0322,0.0901,0.1754,0.1754,0.0,0.0,,1.0,4.941,1.141,0.7886,0.74354,0.16,0.5463,0.8761,0.0045,0.0576,6.69186,2.0171,4.9167,7.8849,0.623559,1.44,0.110565,0.177312,-0.06674762070178986,0.418008,0.28473,0.297183,0.685126,6.92364,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0335,,,,,,,,,,,,,,,,,,,,,,999.0,27.0,NL,Keuri Almonte,808246.0,sa3021779,sa3021779
,,0.0317,0.0871,0.1504,0.2934,0.0,0.0,,1.0,4.878,1.1767,0.8035,0.75935,0.178222,0.5017,0.7684,0.0081,0.057,6.83415,1.9451,4.5153,6.9156,0.652915,1.604,0.10285,0.157524,-0.05467405915260315,0.410012,0.290357,0.296049,0.673276,6.92483,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0263,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Ronny Oliver,702390.0,sa3016624,sa3016624
MIL,Brewers,0.031,0.0889,0.1574,0.2604,0.0,0.0,,1.0,4.855,1.2141,0.8105,0.76637,0.184222,0.4474,0.715,0.0071,0.0486,6.89733,1.9291,4.0266,6.435,0.625734,1.658,0.0921524,0.147271,-0.05511841922998428,0.41099,0.296744,0.297672,0.669344,6.92602,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0267,,,,,,,,,,,,,,,,,,,,,,999.0,23.0,NL,Manuel Moreno,821191.0,sa3024567,sa3024567
,,0.0306,0.0904,0.166,0.22,0.0,0.0,,1.0,4.891,1.1795,0.8095,0.76512,0.176556,0.512,0.7855,0.0058,0.0546,6.88608,1.965,4.608,7.0695,0.651814,1.589,0.104682,0.160601,-0.05591902881860733,0.414003,0.29117,0.298287,0.672654,6.92666,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0281,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Biembenido  Brito,800105.0,sa3019257,sa3019257
ARI,Diamondbacks,0.0311,0.0883,0.1535,0.2785,0.0,0.0,,1.0,4.898,1.207,0.811,0.76485,0.169778,0.4515,0.7803,0.0077,0.0498,6.88365,1.9873,4.0635,7.0227,0.578624,1.528,0.0921805,0.15931,-0.0671294555068016,0.438993,0.296713,0.300939,0.672321,6.92955,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0263,,,,,,,,,,,,,,,,,,,,,,999.0,15.0,NL,Vitico Valdez,702884.0,sa3017472,sa3017472
PHI,Phillies,0.0296,0.0928,0.1754,0.1754,0.0,0.0,,1.0,4.857,1.2055,0.817,0.77411,0.19,0.4894,0.7221,0.0044,0.0467,6.96699,1.9276,4.4046,6.4989,0.677745,1.71,0.100762,0.148672,-0.04791024327278137,0.392994,0.294873,0.297905,0.668392,6.93274,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0282,,,,,,,,,,,,,,,,,,,,,,999.0,26.0,NL,Jesus Montiel,828435.0,sa3025493,sa3025493
CHC,Cubs,0.0299,0.092,0.1719,0.1919,0.0,0.0,,1.0,4.875,1.2103,0.8151,0.77051,0.180667,0.463,0.7415,0.005,0.0504,6.93459,1.9518,4.167,6.6735,0.62441,1.626,0.0949744,0.152103,-0.057128213346004486,0.417009,0.296417,0.299361,0.669093,6.9335,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0283,,,,,,,,,,,,,,,,,,,,,,999.0,17.0,NL,Geovanny Villarroel,829494.0,sa3068475,sa3068475
PHI,Phillies,0.0317,0.0892,0.1654,0.2224,0.0,0.0,,1.0,4.903,1.1844,0.7979,0.75382,0.171444,0.4805,0.7962,0.006,0.048,6.78438,1.9806,4.3245,7.1658,0.603492,1.543,0.0980012,0.16239,-0.06438913941383362,0.404,0.29181,0.297329,0.679487,6.93551,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0301,,,,,,,,,,,,,,,,,,,,,,999.0,26.0,NL,Aneury Montilla,831570.0,sa3068144,sa3068144
ATH,Athletics,0.0321,0.0886,0.1632,0.2332,0.0,0.0,,1.0,4.928,1.1622,0.795,0.75042,0.165444,0.5188,0.8485,0.0064,0.0477,6.75378,2.0107,4.6692,7.6365,0.611432,1.489,0.105276,0.172179,-0.06690340489149094,0.410013,0.288258,0.297756,0.683332,6.93691,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0301,,,,,,,,,,,,,,,,,,,,,,999.0,10.0,AL,Jose Parra,821280.0,sa3024574,sa3024574
COL,Rockies,0.0297,0.0927,0.1754,0.1754,0.0,0.0,,1.0,4.883,1.2052,0.8155,0.77085,0.179444,0.4727,0.749,0.0045,0.0561,6.93765,1.9542,4.2543,6.741,0.631108,1.615,0.0968052,0.153389,-0.05658407509326935,0.418008,0.295544,0.299425,0.668652,6.93781,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0287,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Gregory Sanchez,821800.0,sa3024267,sa3024267
LAA,Angels,0.0297,0.0927,0.1754,0.1754,0.0,0.0,,1.0,4.885,1.2187,0.8154,0.76957,0.174889,0.4369,0.7522,0.0045,0.0493,6.92613,1.9709,3.9321,6.7698,0.58083,1.574,0.089437,0.153982,-0.06454452127218246,0.434005,0.298445,0.300662,0.669445,6.93939,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0289,,,,,,,,,,,,,,,,,,,,,,999.0,1.0,AL,Jhon Almonte,829383.0,sa3067577,sa3067577
BAL,Orioles,0.0317,0.0906,0.1754,0.1754,0.0,0.0,,1.0,4.933,1.1762,0.7937,0.74761,0.159,0.4762,0.8482,0.0045,0.0488,6.72849,2.0244,4.2858,7.6338,0.561424,1.431,0.0965336,0.171944,-0.07541050016880035,0.43301,0.291427,0.299106,0.683039,6.94074,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0328,,,,,,,,,,,,,,,,,,,,,,999.0,2.0,AL,Victor Santos,821670.0,sa3025107,sa3025107
MIN,Twins,0.0297,0.0927,0.1754,0.1754,0.0,0.0,,1.0,4.878,1.2148,0.816,0.77096,0.179222,0.4499,0.7418,0.0045,0.0513,6.93864,1.9566,4.0491,6.6762,0.606498,1.613,0.0922304,0.152071,-0.05984009802341461,0.422994,0.297388,0.299666,0.668703,6.94453,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0287,,,,,,,,,,,,,,,,,,,,,,999.0,8.0,AL,Omar Montano,828786.0,sa3025468,sa3025468
SDP,Padres,0.0296,0.0928,0.1754,0.1754,0.0,0.0,,1.0,4.878,1.2132,0.8168,0.77201,0.180556,0.4558,0.7422,0.0045,0.0502,6.94809,1.9554,4.1022,6.6798,0.61412,1.625,0.0934399,0.152153,-0.05871260166168213,0.419012,0.296945,0.299383,0.668733,6.94796,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0285,,,,,,,,,,,,,,,,,,,,,,999.0,29.0,NL,Raymel Belliard,828661.0,sa3025332,sa3025332
,,0.0309,0.0879,0.1498,0.2958,0.0,0.0,,1.0,4.88,1.2145,0.814,0.7691,0.178667,0.4454,0.7393,0.0082,0.0552,6.9219,1.9538,4.0086,6.6537,0.602462,1.608,0.0912705,0.151496,-0.060225412249565125,0.422002,0.297271,0.29925,0.669028,6.9505,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0251,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Jeffrey German,800262.0,sa3018324,sa3018324
CIN,Reds,0.0317,0.0855,0.1384,0.3494,0.0,0.0,,1.0,4.876,1.1873,0.8002,0.75631,0.188111,0.5361,0.7656,0.0099,0.0488,6.80679,1.9529,4.8249,6.8904,0.700235,1.693,0.109947,0.157014,-0.04706727713346481,0.410101,0.292323,0.299392,0.682255,6.95158,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0246,,,,,,,,,,,,,,,,,,,,,,999.0,18.0,NL,Christian Lopez,809326.0,sa3021027,sa3021027
SFG,Giants,0.0295,0.0929,0.1754,0.1754,0.0,0.0,,1.0,4.876,1.2289,0.8179,0.77242,0.178556,0.42,0.7263,0.0045,0.0529,6.95178,1.9552,3.78,6.5367,0.578273,1.607,0.0861362,0.148954,-0.06281788647174835,0.429995,0.299966,0.300249,0.666951,6.95396,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0284,,,,,,,,,,,,,,,,,,,,,,999.0,30.0,NL,Jesus Lopez,808362.0,sa3021529,sa3021529
SEA,Mariners,0.0336,0.0854,0.1526,0.2826,0.0,0.0,,1.0,4.929,1.1339,0.7682,0.72249,0.159111,0.5003,0.8623,0.0079,0.0551,6.50241,1.9962,4.5027,7.7607,0.580193,1.432,0.101501,0.174944,-0.07344289124011993,0.425515,0.282655,0.290792,0.692438,6.95518,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0326,,,,,,,,,,,,,,,,,,,,,,999.0,11.0,AL,Juan Pinto,699697.0,sa3018295,sa3018295
ARI,Diamondbacks,0.033,0.0803,0.1096,0.4846,0.0,0.0,,1.0,4.887,1.1665,0.8076,0.76501,0.183444,0.5373,0.7891,0.0141,0.0484,6.88509,1.9556,4.8357,7.1019,0.680902,1.651,0.109945,0.161469,-0.051524460315704346,0.386994,0.28806,0.295322,0.67578,6.95781,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0189,,,,,,,,,,,,,,,,,,,,,,999.0,15.0,NL,Anderson Cardenas,807966.0,sa3020991,sa3020991
BAL,Orioles,0.0316,0.0907,0.1754,0.1754,0.0,0.0,,1.0,4.95,1.1611,0.7952,0.74923,0.157778,0.5089,0.8814,0.0045,0.0485,6.74307,2.0425,4.5801,7.9326,0.577377,1.42,0.102808,0.178061,-0.07525252550840378,0.429997,0.288824,0.299194,0.684724,6.95815,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0325,,,,,,,,,,,,,,,,,,,,,,999.0,2.0,AL,Kelvin Zapata,829981.0,sa3068622,sa3068622
STL,Cardinals,0.031,0.0872,0.1461,0.3131,0.0,0.0,,1.0,4.88,1.2023,0.8156,0.77161,0.182556,0.4772,0.7573,0.0088,0.045,6.94449,1.9596,4.2948,6.8157,0.630133,1.643,0.0977869,0.155184,-0.05739755183458328,0.406991,0.294848,0.29835,0.671353,6.96086,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0243,,,,,,,,,,,,,,,,,,,,,,999.0,28.0,NL,Daniel Gomez,822285.0,sa3067564,sa3067564
NYM,Mets,0.0295,0.0929,0.1754,0.1754,0.0,0.0,,1.0,4.885,1.2142,0.818,0.77279,0.178556,0.4499,0.7554,0.0045,0.0462,6.95511,1.9696,4.0491,6.7986,0.595578,1.607,0.0920983,0.154637,-0.06253837794065475,0.424002,0.29735,0.299757,0.669682,6.96136,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0284,,,,,,,,,,,,,,,,,,,,,,999.0,25.0,NL,Darling Perez,829771.0,sa3068348,sa3068348
CLE,Guardians,0.0322,0.0832,0.1253,0.4113,0.0,0.0,,1.0,4.884,1.1809,0.8112,0.76812,0.183222,0.5132,0.7774,0.0119,0.0465,6.91308,1.9583,4.6188,6.9966,0.660149,1.649,0.105078,0.159173,-0.05409501492977142,0.394992,0.290855,0.296603,0.674055,6.96233,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0214,,,,,,,,,,,,,,,,,,,,,,999.0,5.0,AL,Evelio Hernandez,801787.0,sa3019487,sa3019487
CHW,White Sox,0.0304,0.0898,0.1595,0.2505,0.0,0.0,,1.0,4.865,1.2128,0.8166,0.77284,0.186333,0.4583,0.7259,0.0068,0.0482,6.95556,1.9387,4.1247,6.5331,0.631354,1.677,0.0942035,0.149209,-0.055005140602588654,0.405001,0.296463,0.297849,0.668779,6.96317,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0261,,,,,,,,,,,,,,,,,,,,,,999.0,4.0,AL,Angel Bello,823368.0,sa3024272,sa3024272
SEA,Mariners,0.0311,0.0865,0.1414,0.3354,0.0,0.0,,1.0,4.901,1.2103,0.818,0.77277,0.175556,0.459,0.7763,0.0095,0.0472,6.95493,1.9866,4.131,6.9867,0.591266,1.58,0.0936544,0.158396,-0.06474188715219498,0.425009,0.296824,0.300541,0.671292,6.96986,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0236,,,,,,,,,,,,,,,,,,,,,,999.0,11.0,AL,Wisler Infante,829878.0,sa3068358,sa3068358
NYY,Yankees,0.0312,0.0876,0.1498,0.2958,0.0,0.0,,1.0,4.913,1.1814,0.8105,0.76508,0.170778,0.4915,0.8126,0.0083,0.054,6.88572,1.994,4.4235,7.3134,0.604849,1.537,0.100041,0.165398,-0.06535722315311432,0.428015,0.291963,0.298636,0.674393,6.97205,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0257,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Carlos Hampshire,802388.0,sa3020971,sa3020971
MIN,Twins,0.0301,0.0874,0.1404,0.3404,0.0,0.0,,1.0,4.9,1.2183,0.8293,0.78587,0.183222,0.475,0.7531,0.0097,0.0486,7.07283,1.9714,4.275,6.7779,0.630726,1.649,0.0969388,0.153694,-0.05675509572029114,0.398189,0.29727,0.300888,0.665991,6.97213,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0213,,,,,,,,,,,,,,,,,,,,,,999.0,8.0,AL,Juan Cota,802399.0,sa3021984,sa3021984
MIL,Brewers,0.0319,0.0875,0.1547,0.2727,0.0,0.0,,1.0,4.911,1.1821,0.8005,0.75677,0.172889,0.4814,0.8019,0.0076,0.0507,6.81093,1.984,4.3326,7.2171,0.600324,1.556,0.0980249,0.163287,-0.06526165455579758,0.399007,0.291272,0.296468,0.679409,6.97769,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0279,,,,,,,,,,,,,,,,,,,,,,999.0,23.0,NL,Joan Pena,829877.0,sa3068485,sa3068485
PIT,Pirates,0.0294,0.0925,0.1712,0.1952,0.0,0.0,,1.0,4.853,1.2324,0.8215,0.77761,0.190333,0.4273,0.6952,0.005,0.0462,6.99849,1.9276,3.8457,6.2568,0.614643,1.713,0.0880486,0.143252,-0.055202968418598175,0.405001,0.299737,0.298247,0.665871,6.97907,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.027,,,,,,,,,,,,,,,,,,,,,,999.0,27.0,NL,Marlon Quintana,823822.0,sa3024603,sa3024603
MIL,Brewers,0.0303,0.0896,0.1574,0.2604,0.0,0.0,,1.0,4.899,1.2138,0.8184,0.7729,0.175556,0.4467,0.7716,0.0072,0.047,6.9561,1.9854,4.0203,6.9444,0.578927,1.58,0.0911819,0.157502,-0.06631965935230255,0.42899,0.297471,0.300232,0.670835,6.97976,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0258,,,,,,,,,,,,,,,,,,,,,,999.0,23.0,NL,Gustavo Garcia,831788.0,sa3068146,sa3068146
,,0.0313,0.0856,0.137,0.356,0.0,0.0,,1.0,4.892,1.2167,0.817,0.77171,0.176667,0.4376,0.7573,0.0102,0.0512,6.94539,1.974,3.9384,6.8157,0.577842,1.59,0.0894522,0.154804,-0.06535159051418304,0.425988,0.297955,0.299788,0.670077,6.9821,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0229,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Wander Ventura,802106.0,sa3018892,sa3018892
SFG,Giants,0.0331,0.0831,0.1316,0.3816,0.0,0.0,,1.0,4.934,1.1613,0.7973,0.75333,0.167667,0.5168,0.8475,0.0111,0.0528,6.77997,2.0088,4.6512,7.6275,0.609793,1.509,0.104743,0.171767,-0.06702473759651184,0.400999,0.287899,0.296675,0.682894,6.9821,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0245,,,,,,,,,,,,,,,,,,,,,,999.0,30.0,NL,Leandro Rodriguez,832318.0,sa3067623,sa3067623
STL,Cardinals,0.0315,0.0845,0.13,0.389,0.0,0.0,,1.0,4.926,1.1672,0.8024,0.75765,0.167556,0.495,0.8386,0.0112,0.0477,6.81885,2.0058,4.455,7.5474,0.59027,1.508,0.100487,0.17024,-0.06975232809782028,0.413103,0.288932,0.296003,0.679418,6.98226,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0233,,,,,,,,,,,,,,,,,,,,,,999.0,28.0,NL,Andrew Bolivar,810977.0,sa3024521,sa3024521
SDP,Padres,0.0333,0.0821,0.1253,0.4113,0.0,0.0,,1.0,4.899,1.1495,0.7957,0.75172,0.176333,0.5372,0.8276,0.0119,0.0497,6.76548,1.9771,4.8348,7.4484,0.649106,1.587,0.109655,0.168932,-0.05927740037441254,0.408906,0.285824,0.294171,0.682798,6.98497,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.023,,,,,,,,,,,,,,,,,,,,,,999.0,29.0,NL,Luis Maracara,821634.0,sa3024260,sa3024260
CLE,Guardians,0.0296,0.0928,0.1754,0.1754,0.0,0.0,,1.0,4.878,1.1999,0.8164,0.77226,0.183556,0.471,0.7543,0.0045,0.048,6.95034,1.9542,4.239,6.7887,0.62442,1.652,0.096556,0.154633,-0.05807708948850632,0.408993,0.294403,0.297077,0.67039,6.98626,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0285,,,,,,,,,,,,,,,,,,,,,,999.0,5.0,AL,Edelvis Perez,821821.0,sa3024783,sa3024783
BOS,Red Sox,0.0291,0.0934,0.1754,0.1754,0.0,0.0,,1.0,4.876,1.2163,0.8223,0.77827,0.185889,0.4567,0.7347,0.0045,0.0485,7.00443,1.951,4.1103,6.6123,0.621614,1.673,0.0936628,0.150677,-0.05701395124197006,0.408006,0.29718,0.298652,0.667571,6.98789,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0274,,,,,,,,,,,,,,,,,,,,,,999.0,3.0,AL,Williams Montero,829881.0,sa3068359,sa3068359
PIT,Pirates,0.0304,0.0901,0.1611,0.2431,0.0,0.0,,1.0,4.91,1.1969,0.8156,0.76986,0.172444,0.4663,0.7979,0.0066,0.0506,6.92874,1.9948,4.1967,7.1811,0.584409,1.552,0.0949695,0.162505,-0.0675356462597847,0.430993,0.294694,0.299307,0.67253,6.98981,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0267,,,,,,,,,,,,,,,,,,,,,,999.0,27.0,NL,Dariel Florentino,827693.0,sa3024894,sa3024894
NYY,Yankees,0.0313,0.0906,0.1723,0.1903,0.0,0.0,,1.0,4.944,1.1751,0.8003,0.75451,0.161444,0.4826,0.8585,0.005,0.0486,6.79059,2.0336,4.3434,7.7265,0.562143,1.453,0.0976133,0.173645,-0.07603155076503754,0.425997,0.29109,0.298762,0.682294,6.99001,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.031,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Junior Tavera,812563.0,sa3023813,sa3023813
,,0.0303,0.089,0.1535,0.2785,0.0,0.0,,1.0,4.865,1.2161,0.819,0.77548,0.188556,0.4513,0.7179,0.0077,0.051,6.97932,1.934,4.0617,6.4611,0.628639,1.697,0.0927646,0.147564,-0.05479958653450012,0.401002,0.296892,0.297301,0.667656,6.99046,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0247,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Diego Dugarte,805056.0,sa3019293,sa3019293
