Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
ARI,Diamondbacks,11,9,31,31,0,0,,180.0,758,176,85,79,24,160,54,,4,3.93973,1.27437,8.0157,2.69598,2.97321,1.1872,0.211634,0.0711803,0.14045365154743195,,0.250698,0.294119,0.735882,4.02852,725.1999999999999,4.028888888888888,734.0,4.0777777777777775,2.3313,2.90974,17,232.64999389648438,15.0,NL,Merrill Kelly,518876,11156,11156
LAA,Angels,9,10,31,31,0,0,,169.0,728,165,86,79,25,173,63,,5,4.20767,1.34193,9.19917,3.32258,2.76869,1.32978,0.237913,0.08593,0.15198323875665665,,0.249548,0.3024,0.737672,4.20616,656.1000000000001,3.88224852071006,662.0,3.9171597633136095,2.3249,1.96082,15,356.5899963378906,1.0,AL,Yusei Kikuchi,579328,20633,20633
SEA,Mariners,11,10,31,31,0,0,,179.0,749,166,83,76,25,167,51,,7,3.82189,1.20865,8.38457,2.54002,3.30098,1.22959,0.223249,0.0676311,0.15561796724796295,,0.240401,0.283549,0.735422,4.00602,745.5000000000001,4.164804469273744,730.0,4.078212290502793,2.31841,2.05128,17,163.24000549316406,11.0,AL,Luis Castillo,622491,15689,15689
LAD,Dodgers,9,7,24,44,0,1,,145.0,603,123,68,64,21,164,51,,6,3.95846,1.19784,10.2309,3.15627,3.24145,1.28817,0.272966,0.0842111,0.18875524401664734,,0.224701,0.282714,0.727699,3.90549,655.9000000000001,4.523448275862069,613.0,4.227586206896552,2.31093,2.01791,11,124.0,22.0,NL,Emmet Sheehan,686218,29839,29839
TOR,Blue Jays,8,7,24,24,0,0,,138.0,573,133,62,57,17,125,32,,4,3.75398,1.20305,8.17704,2.11238,3.871,1.1323,0.218525,0.0564517,0.16207308322191238,,0.248467,0.294293,0.732714,3.73482,608.3,4.4079710144927535,611.0,4.427536231884058,2.30753,2.20914,13,197.67999267578125,14.0,AL,Shane Bieber,669456,19427,19427
LAD,Dodgers,8,5,23,23,0,0,,116.0,471,91,49,45,15,138,40,,6,3.51144,1.13263,10.7088,3.12146,3.43071,1.18038,0.292237,0.0851827,0.2070547416806221,,0.213851,0.278159,0.746131,3.65163,575.3000000000001,4.95948275862069,523.0,4.508620689655173,2.30673,2.459,13,1.059999942779541,22.0,NL,Shohei Ohtani,660271,19755,19755
SDP,Padres,4,2,0,66,32,2,,66.0,259,39,19,18,6,106,24,,2,2.43324,0.962425,14.4945,3.32939,4.3535,0.815101,0.410084,0.0941965,0.31588779389858246,,0.168181,0.2755,0.803804,2.3044,615.2000000000002,9.321212121212124,554.0,8.393939393939394,2.29654,2.39137,0,26.469999313354492,29.0,NL,Mason Miller,695243,31757,31757
NYY,Yankees,11,9,28,28,0,0,,155.0,656,137,75,69,21,163,56,,6,4.02862,1.24774,9.44707,3.26854,2.8903,1.20406,0.248215,0.0858787,0.16233663260936737,,0.231328,0.284344,0.721253,3.99007,672.5,4.338709677419355,642.0,4.141935483870967,2.27983,1.8677,15,203.2899932861328,9.0,AL,Carlos Rodón,607074,16137,16137
NYM,Mets,9,8,29,29,0,0,,163.0,705,156,76,70,16,146,64,,8,3.85057,1.35002,8.07123,3.5177,2.29446,0.8615,0.207416,0.0903985,0.11701745539903641,,0.246779,0.298334,0.726787,3.89685,679.8000000000001,4.170552147239264,683.0,4.190184049079755,2.26882,2.36145,16,355.2099914550781,25.0,NL,David Peterson,656849,20302,20302
MIA,Marlins,8,9,28,28,0,0,,135.0,561,117,65,61,19,145,46,,4,4.04362,1.20605,9.6433,3.09031,3.12049,1.26128,0.258376,0.0827999,0.17557647079229355,,0.228691,0.282171,0.717236,3.93816,601.0999999999999,4.452592592592592,568.0,4.207407407407407,2.2491,2.07607,14,83.12000274658203,20.0,NL,Eury Pérez,691587,27768,27768
