Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CHC,Cubs,154,607,665,171,128,30,3,9,79,65,43,1,62,10,4,1,,27,7,0.281131,0.336121,0.387071,0.723191,0.317764,0.0640458,0.092947,0.689057,0.10594,5.5355,0.298592,0.776233,,81.1175,2.54258,7.68854,1.56285,2.33908,3.95053,6.324169874191284,10.163535356521606,105.056,730.0,4.74025974,730.0,4.74025974,109.6500015258789,0.0,2B/SS,/players/nico-hoerner/21479/stats/batting,17,NL,Nico Hoerner,663538,21479,21479
ARI,Diamondbacks,115,406,456,113,80,21,1,11,54,56,43,2,77,4,3,0,,4,2,0.279104,0.351155,0.421031,0.772186,0.336318,0.0946716,0.169622,0.558134,0.141927,3.5567,0.318045,0.308367,,62.52,8.61649,5.44994,-0.838904,-0.530536,3.92834,7.574306845664978,13.424942970275879,114.99,539.8,4.693913043,539.8,4.693913043,180.9600067138672,0.09638554,C,/players/gabriel-moreno/22664/stats/batting,15,NL,Gabriel Moreno,672515,22664,22664
BAL,Orioles,141,558,609,147,87,30,3,26,86,83,39,0,135,8,3,1,,5,2,0.262584,0.318231,0.469112,0.787344,0.338426,0.0640159,0.222203,0.288096,0.206529,4.48512,0.300919,0.153286,,84.5029,12.5448,2.08001,-0.719769,-0.566483,3.86449,13.155592322349548,3.655012845993042,119.117,758.6,5.380141843,758.6,5.380141843,127.54000091552734,0.18823529,2B/3B,/players/jordan-westburg/27815/stats/batting,2,AL,Jordan Westburg,676059,27815,27815
PHI,Phillies,154,574,665,157,91,37,0,29,90,95,81,8,143,5,5,0,,11,3,0.273443,0.36536,0.491878,0.857239,0.365646,0.121584,0.215225,0.564915,0.218435,3.47123,0.314011,0.1699,,106.97,28.3949,0.517829,-0.292788,-0.122888,3.85719,27.03257653862238,-11.457171559333801,134.454,955.6,6.205194805,955.6,6.205194805,50.959999084472656,0.01515152,OF,/players/bryce-harper/11579/stats/batting,26,NL,Bryce Harper,547180,11579,11579
HOU,Astros,151,595,651,161,111,30,2,19,83,71,38,2,116,12,4,3,,18,5,0.270678,0.324773,0.421274,0.746047,0.323993,0.0582178,0.178103,0.326877,0.150597,5.21689,0.306929,0.687316,,82.7017,5.78103,0.511432,0.532545,1.21986,3.83522,7.592517137527466,7.48643159866333,108.306,753.8,4.99205298,753.8,4.99205298,96.58000183105469,0.01587302,SS,/players/jeremy-pena/21636/stats/batting,21,AL,Jeremy Peña,665161,21636,21636
CHC,Cubs,159,619,686,149,98,27,2,22,82,80,58,1,174,4,4,1,,16,4,0.241008,0.30852,0.398233,0.706754,0.308165,0.0852612,0.253763,0.335988,0.157225,4.90795,0.298143,0.758538,,78.3326,-2.72355,6.66172,0.53797,1.29651,3.77493,0.061013102531433105,14.011716365814209,98.4804,717.1,4.510062893,717.1,4.510062893,157.22999572753906,0.0,SS,/players/dansby-swanson/18314/stats/batting,17,NL,Dansby Swanson,621020,18314,18314
CHC,Cubs,156,584,672,146,93,29,1,23,87,82,74,2,96,9,5,1,,3,1,0.25004,0.340453,0.421082,0.761535,0.33269,0.109668,0.142916,0.767362,0.171042,3.03968,0.262208,-0.637295,,90.1149,10.713,0.904023,-1.06046,-1.69776,3.69701,10.472902178764343,3.30402272939682,115.281,791.5,5.073717948,791.5,5.073717948,120.3499984741211,0.00877193,3B,/players/alex-bregman/17678/stats/batting,17,NL,Alex Bregman,608324,17678,17678
KCR,Royals,154,598,665,162,111,33,5,13,87,68,57,0,100,2,5,3,,27,7,0.270033,0.332341,0.403873,0.736214,0.321802,0.0851197,0.15008,0.56716,0.13384,6.09985,0.303329,0.582,,83.2973,4.72246,6.14208,1.30576,1.88776,3.67348,4.3992005586624146,8.617081880569458,103.204,764.3,4.962987012,764.3,4.962987012,69.95999908447266,0.03389831,3B,/players/maikel-garcia/22715/stats/batting,7,AL,Maikel Garcia,672580,22715,22715
ATL,Braves,156,608,672,159,95,31,2,30,88,92,51,1,174,8,5,1,,3,1,0.261176,0.323802,0.469803,0.793605,0.340449,0.0758558,0.25863,0.293298,0.208627,3.31511,0.314289,-0.0764477,,94.3481,14.9462,-2.64115,-0.921894,-0.998342,3.61362,13.602971374988556,-0.6411539316177368,118.333,845.6,5.42051282,845.6,5.42051282,73.45999908447266,0.0,3B,/players/austin-riley/18360/stats/batting,16,NL,Austin Riley,663586,18360,18360
STL,Cardinals,149,587,644,150,103,30,2,15,79,68,45,0,114,6,5,2,,13,4,0.255355,0.312613,0.388512,0.701125,0.306864,0.0703884,0.177548,0.396448,0.133157,4.83873,0.292598,0.930823,,72.8563,-3.23726,7.63538,-0.162033,0.76879,3.59745,-0.7999958395957947,14.535379886627197,97.9447,658.9,4.422147651,658.9,4.422147651,281.69000244140625,0.0,SS,/players/masyn-winn/27479/stats/batting,28,NL,Masyn Winn,691026,27479,27479
